eid,date,readtype,howlong
e8418,2012/06/14,a book,40
e8427,2012/06/15,social media,17
e8436,2012/06/16,news,32
e8446,2012/06/17,a book,10
e8455,2012/06/18,news,38
e8464,2012/06/19,social media,9
e8473,2012/06/20,news,6
e8482,2012/06/21,a book,32
e8492,2012/06/22,news,6
e8500,2012/06/23,social media,5
e8510,2012/06/24,social media,48
e8519,2012/06/25,news,54
e8528,2012/06/26,news,43
e8537,2012/06/27,a book,27
e8546,2012/06/28,news,22
e8554,2012/06/29,social media,30
e8564,2012/06/30,a book,30
e8573,2012/07/01,social media,14
e8582,2012/07/02,news,43
e8591,2012/07/03,a book,34
e8600,2012/07/04,social media,22
e8609,2012/07/05,social media,32
e8618,2012/07/06,social media,50
e8625,2012/07/07,a book,51
e8633,2012/07/08,a book,6
e8642,2012/07/09,social media,40
e8652,2012/07/10,news,47
e8660,2012/07/11,news,47
e8668,2012/07/12,social media,28
e8676,2012/07/13,news,31
e8685,2012/07/14,social media,10
e8694,2012/07/15,a book,46
e8702,2012/07/16,social media,44
e8712,2012/07/17,news,18
e8721,2012/07/18,a book,47
e8729,2012/07/19,social media,13
e8739,2012/07/20,a book,38
e8748,2012/07/21,social media,28
e8757,2012/07/22,social media,46
e8764,2012/07/23,news,8
e8774,2012/07/24,social media,19
e8783,2012/07/25,social media,26
e8791,2012/07/26,social media,9
e8799,2012/07/27,news,31
e8808,2012/07/28,news,49
e8816,2012/07/29,a book,31
e8823,2012/07/30,news,9
e8832,2012/07/31,social media,19
e8841,2012/08/01,social media,27
e8851,2012/08/02,a book,38
e8861,2012/08/03,a book,46
e8869,2012/08/04,news,37
e8878,2012/08/05,news,7
e8886,2012/08/06,social media,55
e8894,2012/08/07,a book,55
e8904,2012/08/08,social media,32
e8913,2012/08/09,a book,45
e8921,2012/08/10,social media,23
e8931,2012/08/11,social media,8
e8941,2012/08/12,a book,12
e8949,2012/08/13,social media,10
e8957,2012/08/14,news,18
e8965,2012/08/15,social media,28
e8974,2012/08/16,social media,51
e8982,2012/08/17,news,50
e8990,2012/08/18,a book,14
e8999,2012/08/19,social media,41
e9009,2012/08/20,news,46
e9017,2012/08/21,news,31
e9026,2012/08/22,news,41
e9035,2012/08/23,a book,28
e9044,2012/08/24,a book,32
e9053,2012/08/25,social media,21
e9062,2012/08/26,a book,55
e9072,2012/08/27,a book,24
e9082,2012/08/28,a book,11
e9091,2012/08/29,a book,18
e9099,2012/08/30,social media,32
e9108,2012/08/31,a book,46
e9117,2012/09/01,a book,13
e9126,2012/09/02,social media,11
e9134,2012/09/03,a book,48
e9143,2012/09/04,social media,32
e9150,2012/09/05,news,53
e9159,2012/09/06,news,8
e9169,2012/09/07,social media,6
e9178,2012/09/08,social media,49
e9187,2012/09/09,news,51
e9196,2012/09/10,a book,28
e9204,2012/09/11,social media,6
e9213,2012/09/12,social media,43
e9223,2012/09/13,social media,53
e9231,2012/09/14,social media,51
e9239,2012/09/15,news,33
e9247,2012/09/16,social media,49
e9256,2012/09/17,a book,54
e9265,2012/09/18,a book,19
e9275,2012/09/19,social media,9
e9283,2012/09/20,a book,5
e9292,2012/09/21,a book,30
e9302,2012/09/22,social media,26
e9310,2012/09/23,news,11
e9319,2012/09/24,social media,18
e9327,2012/09/25,social media,44
e9335,2012/09/26,a book,11
e9345,2012/09/27,social media,48
e9354,2012/09/28,social media,7
e9363,2012/09/29,news,38
e9372,2012/09/30,a book,13
e9380,2012/10/01,a book,43
e9389,2012/10/02,a book,35
e9399,2012/10/03,social media,52
e9408,2012/10/04,news,21
e9416,2012/10/05,social media,34
e9424,2012/10/06,a book,42
e9433,2012/10/07,social media,47
e9442,2012/10/08,social media,47
e9451,2012/10/09,news,48
e9460,2012/10/10,social media,37
e9469,2012/10/11,a book,35
e9477,2012/10/12,news,12
e9485,2012/10/13,a book,53
e9493,2012/10/14,a book,38
e9502,2012/10/15,news,48
e9511,2012/10/16,social media,41
e9521,2012/10/17,a book,20
e9529,2012/10/18,social media,12
e9538,2012/10/19,social media,43
e9548,2012/10/20,social media,18
e9557,2012/10/21,a book,54
e9564,2012/10/22,news,52
e9573,2012/10/23,social media,22
e9582,2012/10/24,a book,25
e9590,2012/10/25,social media,48
e9599,2012/10/26,social media,29
e9607,2012/10/27,social media,27
e9614,2012/10/28,social media,43
e9623,2012/10/29,news,20
e9633,2012/10/30,news,38
e9642,2012/10/31,social media,34
e9652,2012/11/01,social media,15
e9661,2012/11/02,social media,47
e9670,2012/11/03,social media,29
e9679,2012/11/04,news,7
e9688,2012/11/05,social media,53
e9696,2012/11/06,social media,53
e9704,2012/11/07,news,48
e9714,2012/11/08,social media,48
e9721,2012/11/09,social media,43
e9730,2012/11/10,a book,47
e9739,2012/11/11,news,50
e9748,2012/11/12,a book,29
e9757,2012/11/13,social media,29
e9766,2012/11/14,social media,50
e9774,2012/11/15,social media,28
e9783,2012/11/16,social media,16
e9792,2012/11/17,news,8
e9801,2012/11/18,news,13
e9809,2012/11/19,social media,49
e9819,2012/11/20,social media,31
e9828,2012/11/21,social media,8
e9836,2012/11/22,news,24
e9845,2012/11/23,social media,43
e9853,2012/11/24,a book,49
e9862,2012/11/25,social media,55
e9871,2012/11/26,news,53
e9878,2012/11/27,a book,13
e9885,2012/11/28,social media,34
e9895,2012/11/29,social media,25
e9905,2012/11/30,social media,12
e9913,2012/12/01,news,13
e9920,2012/12/02,a book,53
e9929,2012/12/03,a book,22
e9937,2012/12/04,news,51
e9945,2012/12/05,a book,11
e9954,2012/12/06,social media,34
e9963,2012/12/07,a book,16
e9971,2012/12/08,news,22
e9979,2012/12/09,social media,39
e9988,2012/12/10,social media,53
e9995,2012/12/11,a book,5
e10005,2012/12/12,news,38
e10014,2012/12/13,social media,45
e10022,2012/12/14,social media,18
e10031,2012/12/15,social media,34
e10039,2012/12/16,news,38
e10048,2012/12/17,a book,30
e10057,2012/12/18,a book,36
e10065,2012/12/19,news,23
e10074,2012/12/20,social media,32
e10083,2012/12/21,news,30
e10092,2012/12/22,a book,41
e10099,2012/12/23,news,20
e10108,2012/12/24,a book,23
e10118,2012/12/25,news,22
e10127,2012/12/26,news,37
e10136,2012/12/27,social media,47
e10145,2012/12/28,news,25
e10154,2012/12/29,social media,41
e10164,2012/12/30,social media,10
e10173,2012/12/31,news,7
e10358,2013/01/01,news,40
e10367,2013/01/02,social media,54
e10375,2013/01/03,a book,29
e10385,2013/01/04,a book,11
e10394,2013/01/05,news,22
e10404,2013/01/06,social media,41
e10412,2013/01/07,social media,52
e10420,2013/01/08,news,40
e10428,2013/01/09,news,43
e10436,2013/01/10,social media,48
e10444,2013/01/11,a book,32
e10453,2013/01/12,a book,48
e10462,2013/01/13,a book,50
e10470,2013/01/14,social media,5
e10479,2013/01/15,news,10
e10488,2013/01/16,a book,9
e10496,2013/01/17,a book,20
e10505,2013/01/18,a book,51
e10513,2013/01/19,social media,28
e10522,2013/01/20,news,52
e10530,2013/01/21,social media,18
e10538,2013/01/22,news,43
e10545,2013/01/23,social media,5
e10554,2013/01/24,social media,47
e10562,2013/01/25,social media,39
e10570,2013/01/26,news,52
e10579,2013/01/27,a book,54
e10587,2013/01/28,social media,25
e10596,2013/01/29,a book,9
e10605,2013/01/30,news,55
e10615,2013/01/31,a book,27
e10624,2013/02/01,news,39
e10631,2013/02/02,news,46
e10639,2013/02/03,a book,19
e10648,2013/02/04,news,51
e10658,2013/02/05,news,8
e10666,2013/02/06,social media,47
e10674,2013/02/07,a book,20
e10683,2013/02/08,a book,54
e10692,2013/02/09,news,48
e10701,2013/02/10,news,20
e10710,2013/02/11,a book,48
e10718,2013/02/12,a book,21
e10728,2013/02/13,social media,7
e10738,2013/02/14,social media,42
e10748,2013/02/15,social media,46
e10757,2013/02/16,a book,27
e10765,2013/02/17,social media,42
e10774,2013/02/18,news,54
e10784,2013/02/19,social media,50
e10793,2013/02/20,a book,53
e10801,2013/02/21,a book,52
e10810,2013/02/22,a book,15
e10819,2013/02/23,news,43
e10827,2013/02/24,a book,33
e10835,2013/02/25,news,7
e10843,2013/02/26,social media,42
e10852,2013/02/27,social media,29
e10860,2013/02/28,a book,12
e10868,2013/03/01,a book,35
e10875,2013/03/02,news,48
e10884,2013/03/03,a book,10
e10891,2013/03/04,a book,52
e10901,2013/03/05,a book,19
e10910,2013/03/06,social media,33
e10919,2013/03/07,news,13
e10929,2013/03/08,a book,33
e10938,2013/03/09,news,7
e10946,2013/03/10,social media,13
e10955,2013/03/11,a book,14
e10965,2013/03/12,news,6
e10974,2013/03/13,a book,14
e10983,2013/03/14,a book,21
e10992,2013/03/15,news,32
e11002,2013/03/16,news,49
e11011,2013/03/17,social media,32
e11021,2013/03/18,a book,37
e11028,2013/03/19,social media,38
e11036,2013/03/20,social media,40
e11045,2013/03/21,news,22
e11053,2013/03/22,a book,17
e11061,2013/03/23,social media,51
e11069,2013/03/24,a book,33
e11077,2013/03/25,social media,46
e11084,2013/03/26,social media,33
e11093,2013/03/27,social media,25
e11102,2013/03/28,news,12
e11110,2013/03/29,social media,35
e11119,2013/03/30,social media,33
e11126,2013/03/31,a book,24
e11135,2013/04/01,news,43
e11143,2013/04/02,social media,18
e11152,2013/04/03,news,23
e11161,2013/04/04,a book,21
e11170,2013/04/05,news,48
e11179,2013/04/06,a book,10
e11186,2013/04/07,news,26
e11194,2013/04/08,social media,47
e11202,2013/04/09,social media,38
e11211,2013/04/10,social media,50
e11220,2013/04/11,news,22
e11230,2013/04/12,social media,53
e11239,2013/04/13,a book,11
e11247,2013/04/14,news,14
e11257,2013/04/15,a book,16
e11266,2013/04/16,social media,12
e11275,2013/04/17,social media,8
e11284,2013/04/18,a book,37
e11293,2013/04/19,social media,46
e11303,2013/04/20,social media,15
e11313,2013/04/21,social media,31
e11322,2013/04/22,news,24
e11331,2013/04/23,a book,37
e11341,2013/04/24,a book,46
e11348,2013/04/25,a book,39
e11357,2013/04/26,news,41
e11365,2013/04/27,a book,24
e11374,2013/04/28,social media,15
e11383,2013/04/29,news,31
e11391,2013/04/30,a book,50
e11400,2013/05/01,social media,41
e11409,2013/05/02,social media,11
e11417,2013/05/03,a book,53
e11425,2013/05/04,news,44
e11432,2013/05/05,social media,11
e11441,2013/05/06,social media,55
e11449,2013/05/07,news,45
e11456,2013/05/08,a book,20
e11463,2013/05/09,social media,48
e11470,2013/05/10,news,55
e11477,2013/05/11,a book,5
e11485,2013/05/12,news,38
e11493,2013/05/13,news,50
e11501,2013/05/14,news,26
e11509,2013/05/15,a book,9
e11517,2013/05/16,news,44
e11524,2013/05/17,a book,55
e11531,2013/05/18,a book,46
e11541,2013/05/19,social media,46
e11550,2013/05/20,social media,50
e11558,2013/05/21,social media,10
e11567,2013/05/22,a book,21
e11577,2013/05/23,social media,25
e11587,2013/05/24,a book,42
e11597,2013/05/25,social media,13
e11604,2013/05/26,social media,39
e11612,2013/05/27,social media,17
e11620,2013/05/28,a book,47
e11630,2013/05/29,social media,8
e11638,2013/05/30,social media,41
e11646,2013/05/31,news,16
e11656,2013/06/01,a book,46
e11664,2013/06/02,news,38
e11673,2013/06/03,a book,11
e11681,2013/06/04,a book,21
e11690,2013/06/05,news,24
e11699,2013/06/06,social media,53
e11707,2013/06/07,a book,45
e11715,2013/06/08,a book,55
e11724,2013/06/09,news,12
e11732,2013/06/10,a book,38
e11740,2013/06/11,news,6
e11748,2013/06/12,a book,44
e11758,2013/06/13,a book,20
e11767,2013/06/14,news,12
e11776,2013/06/15,a book,39
e11784,2013/06/16,a book,26
e11793,2013/06/17,a book,7
e11802,2013/06/18,news,53
e11809,2013/06/19,news,55
e11817,2013/06/20,social media,28
e11825,2013/06/21,a book,54
e11835,2013/06/22,a book,17
e11842,2013/06/23,a book,16
e11850,2013/06/24,news,7
e11859,2013/06/25,news,26
e11868,2013/06/26,a book,43
e11876,2013/06/27,a book,36
e11885,2013/06/28,social media,8
e11894,2013/06/29,a book,10
e11903,2013/06/30,social media,28
e11913,2013/07/01,social media,39
e11921,2013/07/02,social media,32
e11931,2013/07/03,news,50
e11939,2013/07/04,news,50
e11947,2013/07/05,a book,9
e11956,2013/07/06,a book,31
e11965,2013/07/07,a book,17
e11973,2013/07/08,social media,38
e11983,2013/07/09,social media,48
e11993,2013/07/10,news,13
e12003,2013/07/11,a book,10
e12012,2013/07/12,news,9
e12021,2013/07/13,social media,26
e12028,2013/07/14,social media,48
e12035,2013/07/15,social media,10
e12044,2013/07/16,a book,25
e12054,2013/07/17,a book,7
e12064,2013/07/18,news,49
e12073,2013/07/19,social media,34
e12081,2013/07/20,a book,19
e12089,2013/07/21,news,39
e12097,2013/07/22,news,28
e12106,2013/07/23,a book,44
e12116,2013/07/24,social media,24
e12126,2013/07/25,news,30
e12134,2013/07/26,news,47
e12143,2013/07/27,news,6
e12152,2013/07/28,social media,43
e12162,2013/07/29,a book,18
e12170,2013/07/30,a book,9
e12179,2013/07/31,social media,7
e12189,2013/08/01,social media,7
e12198,2013/08/02,news,6
e12206,2013/08/03,social media,21
e12214,2013/08/04,news,10
e12224,2013/08/05,social media,41
e12231,2013/08/06,social media,15
e12240,2013/08/07,social media,16
e12248,2013/08/08,a book,23
e12257,2013/08/09,a book,25
e12264,2013/08/10,a book,29
e12272,2013/08/11,a book,43
e12282,2013/08/12,social media,41
e12289,2013/08/13,news,39
e12298,2013/08/14,news,36
e12307,2013/08/15,a book,55
e12315,2013/08/16,a book,37
e12324,2013/08/17,a book,55
e12334,2013/08/18,news,36
e12342,2013/08/19,a book,36
e12349,2013/08/20,social media,20
e12358,2013/08/21,social media,35
e12366,2013/08/22,social media,13
e12375,2013/08/23,a book,52
e12383,2013/08/24,news,5
e12392,2013/08/25,a book,5
e12400,2013/08/26,a book,37
e12408,2013/08/27,a book,28
e12417,2013/08/28,news,7
e12426,2013/08/29,a book,11
e12436,2013/08/30,social media,44
e12444,2013/08/31,news,34
e12452,2013/09/01,a book,21
e12461,2013/09/02,social media,5
e12470,2013/09/03,social media,52
e12480,2013/09/04,a book,33
e12489,2013/09/05,news,16
e12499,2013/09/06,news,20
e12507,2013/09/07,social media,13
e12516,2013/09/08,social media,46
e12526,2013/09/09,news,52
e12533,2013/09/10,social media,7
e12541,2013/09/11,social media,12
e12549,2013/09/12,social media,9
e12558,2013/09/13,a book,32
e12566,2013/09/14,news,32
e12575,2013/09/15,social media,50
e12582,2013/09/16,a book,35
e12591,2013/09/17,news,24
e12599,2013/09/18,a book,17
e12608,2013/09/19,social media,21
e12618,2013/09/20,a book,13
e12627,2013/09/21,news,39
e12635,2013/09/22,social media,45
e12644,2013/09/23,social media,8
e12652,2013/09/24,news,19
e12661,2013/09/25,social media,9
e12669,2013/09/26,a book,47
e12677,2013/09/27,a book,28
e12686,2013/09/28,a book,10
e12695,2013/09/29,a book,9
e12704,2013/09/30,social media,9
e12713,2013/10/01,a book,6
e12722,2013/10/02,a book,32
e12732,2013/10/03,social media,46
e12741,2013/10/04,news,47
e12751,2013/10/05,news,45
e12760,2013/10/06,social media,6
e12768,2013/10/07,social media,54
e12776,2013/10/08,a book,7
e12785,2013/10/09,social media,9
e12793,2013/10/10,a book,22
e12801,2013/10/11,social media,5
e12808,2013/10/12,a book,39
e12816,2013/10/13,a book,32
e12826,2013/10/14,a book,9
e12835,2013/10/15,a book,33
e12844,2013/10/16,social media,22
e12851,2013/10/17,a book,14
e12860,2013/10/18,social media,27
e12868,2013/10/19,a book,51
e12877,2013/10/20,a book,9
e12886,2013/10/21,news,35
e12895,2013/10/22,a book,12
e12903,2013/10/23,social media,37
e12912,2013/10/24,a book,22
e12921,2013/10/25,a book,26
e12930,2013/10/26,a book,42
e12938,2013/10/27,news,26
e12947,2013/10/28,news,48
e12955,2013/10/29,a book,25
e12964,2013/10/30,social media,20
e12973,2013/10/31,social media,38
e12981,2013/11/01,a book,10
e12989,2013/11/02,news,41
e12997,2013/11/03,a book,51
e13006,2013/11/04,news,8
e13014,2013/11/05,social media,38
e13023,2013/11/06,a book,25
e13031,2013/11/07,news,53
e13040,2013/11/08,social media,31
e13050,2013/11/09,social media,41
e13059,2013/11/10,social media,11
e13068,2013/11/11,social media,29
e13077,2013/11/12,social media,5
e13085,2013/11/13,a book,13
e13094,2013/11/14,a book,48
e13103,2013/11/15,news,19
e13112,2013/11/16,news,28
e13121,2013/11/17,news,28
e13130,2013/11/18,social media,13
e13139,2013/11/19,a book,18
e13146,2013/11/20,a book,44
e13155,2013/11/21,a book,44
e13164,2013/11/22,news,32
e13174,2013/11/23,social media,32
e13183,2013/11/24,social media,8
e13190,2013/11/25,news,51
e13198,2013/11/26,social media,12
e13207,2013/11/27,social media,9
e13214,2013/11/28,a book,16
e13221,2013/11/29,social media,36
e13230,2013/11/30,news,41
e13238,2013/12/01,a book,54
e13245,2013/12/02,a book,20
e13255,2013/12/03,news,5
e13263,2013/12/04,a book,8
e13271,2013/12/05,a book,15
e13279,2013/12/06,news,12
e13288,2013/12/07,news,22
e13296,2013/12/08,social media,43
e13304,2013/12/09,news,39
e13312,2013/12/10,news,22
e13321,2013/12/11,a book,18
e13330,2013/12/12,a book,8
e13340,2013/12/13,news,35
e13347,2013/12/14,news,18
e13355,2013/12/15,a book,24
e13364,2013/12/16,a book,40
e13374,2013/12/17,news,24
e13382,2013/12/18,news,7
e13390,2013/12/19,social media,8
e13399,2013/12/20,news,21
e13406,2013/12/21,news,34
e13414,2013/12/22,news,17
e13421,2013/12/23,news,6
e13431,2013/12/24,a book,6
e13439,2013/12/25,news,55
e13447,2013/12/26,news,31
e13455,2013/12/27,a book,35
e13464,2013/12/28,social media,36
e13473,2013/12/29,a book,29
e13482,2013/12/30,social media,18
e13490,2013/12/31,a book,10
e13492,2014/01/01,news,26
e13722,2014/01/01,news,16
e13731,2014/01/02,news,30
e13741,2014/01/03,a book,31
e13751,2014/01/04,social media,41
e13759,2014/01/05,a book,47
e13769,2014/01/06,social media,48
e13778,2014/01/07,a book,51
e13788,2014/01/08,news,34
e13797,2014/01/09,social media,14
e13806,2014/01/10,a book,32
e13816,2014/01/11,social media,36
e13824,2014/01/12,a book,43
e13832,2014/01/13,social media,26
e13841,2014/01/14,news,46
e13848,2014/01/15,a book,33
e13858,2014/01/16,social media,28
e13866,2014/01/17,a book,8
e13874,2014/01/18,social media,36
e13883,2014/01/19,a book,21
e13891,2014/01/20,a book,46
e13899,2014/01/21,social media,39
e13908,2014/01/22,social media,54
e13916,2014/01/23,news,50
e13925,2014/01/24,a book,29
e13935,2014/01/25,social media,52
e13944,2014/01/26,a book,28
e13953,2014/01/27,a book,20
e13961,2014/01/28,social media,36
e13971,2014/01/29,a book,41
e13979,2014/01/30,news,53
e13988,2014/01/31,news,32
e13996,2014/02/01,social media,24
e14005,2014/02/02,a book,19
e14014,2014/02/03,news,34
e14023,2014/02/04,a book,41
e14032,2014/02/05,social media,28
e14040,2014/02/06,news,29
e14050,2014/02/07,a book,18
e14059,2014/02/08,news,42
e14068,2014/02/09,social media,52
e14077,2014/02/10,a book,18
e14086,2014/02/11,a book,8
e14095,2014/02/12,a book,20
e14103,2014/02/13,social media,32
e14112,2014/02/14,a book,36
e14120,2014/02/15,social media,20
e14128,2014/02/16,social media,11
e14136,2014/02/17,social media,20
e14144,2014/02/18,social media,46
e14153,2014/02/19,social media,46
e14162,2014/02/20,social media,45
e14170,2014/02/21,a book,53
e14179,2014/02/22,social media,35
e14188,2014/02/23,a book,21
e14197,2014/02/24,a book,41
e14205,2014/02/25,a book,6
e14214,2014/02/26,a book,20
e14223,2014/02/27,news,22
e14231,2014/02/28,a book,45
e14239,2014/03/01,social media,23
e14247,2014/03/02,social media,27
e14255,2014/03/03,news,51
e14265,2014/03/04,social media,48
e14272,2014/03/05,news,30
e14281,2014/03/06,a book,53
e14290,2014/03/07,a book,13
e14299,2014/03/08,a book,40
e14308,2014/03/09,social media,9
e14317,2014/03/10,a book,23
e14326,2014/03/11,news,33
e14334,2014/03/12,news,6
e14343,2014/03/13,social media,52
e14352,2014/03/14,a book,23
e14360,2014/03/15,social media,34
e14369,2014/03/16,social media,36
e14379,2014/03/17,a book,34
e14388,2014/03/18,a book,54
e14397,2014/03/19,news,31
e14405,2014/03/20,social media,26
e14415,2014/03/21,a book,48
e14424,2014/03/22,a book,36
e14434,2014/03/23,social media,18
e14443,2014/03/24,news,32
e14451,2014/03/25,social media,12
e14459,2014/03/26,social media,24
e14469,2014/03/27,a book,40
e14478,2014/03/28,a book,10
e14487,2014/03/29,a book,12
e14495,2014/03/30,news,13
e14504,2014/03/31,social media,33
e14512,2014/04/01,social media,55
e14520,2014/04/02,a book,51
e14528,2014/04/03,social media,47
e14537,2014/04/04,news,17
e14545,2014/04/05,social media,30
e14554,2014/04/06,social media,45
e14564,2014/04/07,news,9
e14573,2014/04/08,news,43
e14583,2014/04/09,news,46
e14592,2014/04/10,social media,46
e14600,2014/04/11,a book,33
e14608,2014/04/12,news,48
e14617,2014/04/13,news,8
e14625,2014/04/14,news,5
e14633,2014/04/15,a book,5
e14642,2014/04/16,a book,40
e14651,2014/04/17,social media,14
e14660,2014/04/18,a book,14
e14669,2014/04/19,social media,15
e14677,2014/04/20,a book,46
e14686,2014/04/21,social media,25
e14695,2014/04/22,social media,42
e14704,2014/04/23,news,8
e14713,2014/04/24,news,11
e14722,2014/04/25,news,39
e14731,2014/04/26,a book,38
e14739,2014/04/27,news,44
e14749,2014/04/28,news,11
e14758,2014/04/29,news,49
e14766,2014/04/30,a book,12
e14775,2014/05/01,a book,49
e14784,2014/05/02,a book,43
e14793,2014/05/03,social media,50
e14800,2014/05/04,news,7
e14809,2014/05/05,a book,30
e14818,2014/05/06,social media,44
e14827,2014/05/07,social media,14
e14836,2014/05/08,a book,44
e14845,2014/05/09,news,7
e14854,2014/05/10,a book,39
e14864,2014/05/11,a book,45
e14872,2014/05/12,news,54
e14881,2014/05/13,news,18
e14890,2014/05/14,social media,42
e14899,2014/05/15,news,22
e14906,2014/05/16,social media,37
e14916,2014/05/17,a book,42
e14925,2014/05/18,a book,46
e14933,2014/05/19,news,34
e14942,2014/05/20,news,26
e14951,2014/05/21,social media,7
e14959,2014/05/22,social media,20
e14967,2014/05/23,news,8
e14976,2014/05/24,a book,11
e14983,2014/05/25,news,26
e14991,2014/05/26,a book,49
e14999,2014/05/27,social media,29
e15009,2014/05/28,a book,28
e15018,2014/05/29,social media,5
e15026,2014/05/30,news,16
e15036,2014/05/31,news,11
e15043,2014/06/01,news,39
e15052,2014/06/02,news,51
e15061,2014/06/03,social media,13
e15070,2014/06/04,news,49
e15079,2014/06/05,a book,54
e15088,2014/06/06,a book,32
e15097,2014/06/07,social media,23
e15106,2014/06/08,social media,54
e15115,2014/06/09,social media,55
e15124,2014/06/10,news,45
e15134,2014/06/11,news,47
e15143,2014/06/12,a book,49
e15153,2014/06/13,a book,14
e15162,2014/06/14,news,32
e15172,2014/06/15,news,42
e15181,2014/06/16,a book,27
e15189,2014/06/17,social media,8
e15196,2014/06/18,social media,6
e15204,2014/06/19,news,8
e15214,2014/06/20,a book,15
e15222,2014/06/21,a book,36
e15231,2014/06/22,social media,23
e15240,2014/06/23,a book,35
e15249,2014/06/24,news,52
e15257,2014/06/25,news,39
e15265,2014/06/26,social media,16
e15273,2014/06/27,a book,25
e15281,2014/06/28,a book,20
e15290,2014/06/29,a book,27
e15299,2014/06/30,social media,40
e15308,2014/07/01,news,7
e15316,2014/07/02,a book,19
e15325,2014/07/03,a book,34
e15333,2014/07/04,a book,14
e15342,2014/07/05,social media,46
e15352,2014/07/06,social media,9
e15360,2014/07/07,a book,5
e15368,2014/07/08,news,30
e15377,2014/07/09,social media,34
e15386,2014/07/10,news,34
e15396,2014/07/11,a book,23
e15404,2014/07/12,news,14
e15412,2014/07/13,a book,48
e15420,2014/07/14,social media,18
e15429,2014/07/15,social media,54
e15438,2014/07/16,news,18
e15445,2014/07/17,news,30
e15454,2014/07/18,news,26
e15461,2014/07/19,social media,34
e15470,2014/07/20,social media,6
e15479,2014/07/21,news,37
e15488,2014/07/22,a book,9
e15496,2014/07/23,social media,14
e15504,2014/07/24,news,34
e15512,2014/07/25,social media,31
e15520,2014/07/26,a book,12
e15529,2014/07/27,social media,32
e15538,2014/07/28,news,14
e15547,2014/07/29,news,33
e15555,2014/07/30,social media,19
e15564,2014/07/31,a book,14
e15573,2014/08/01,news,9
e15582,2014/08/02,social media,20
e15590,2014/08/03,social media,42
e15598,2014/08/04,news,47
e15607,2014/08/05,a book,51
e15616,2014/08/06,a book,37
e15625,2014/08/07,news,11
e15635,2014/08/08,a book,42
e15642,2014/08/09,a book,19
e15649,2014/08/10,a book,22
e15658,2014/08/11,a book,9
e15667,2014/08/12,news,42
e15677,2014/08/13,social media,19
e15686,2014/08/14,social media,19
e15694,2014/08/15,a book,54
e15702,2014/08/16,social media,30
e15710,2014/08/17,a book,50
e15718,2014/08/18,news,43
e15726,2014/08/19,social media,53
e15735,2014/08/20,news,33
e15744,2014/08/21,social media,30
e15753,2014/08/22,news,32
e15761,2014/08/23,social media,15
e15771,2014/08/24,social media,29
e15781,2014/08/25,a book,10
e15790,2014/08/26,a book,46
e15799,2014/08/27,news,21
e15807,2014/08/28,a book,20
e15816,2014/08/29,news,55
e15826,2014/08/30,news,36
e15835,2014/08/31,a book,20
e15843,2014/09/01,social media,55
e15851,2014/09/02,social media,32
e15860,2014/09/03,a book,29
e15868,2014/09/04,news,17
e15875,2014/09/05,social media,22
e15883,2014/09/06,social media,28
e15892,2014/09/07,a book,16
e15902,2014/09/08,a book,24
e15910,2014/09/09,a book,39
e15919,2014/09/10,a book,27
e15928,2014/09/11,a book,53
e15937,2014/09/12,social media,35
e15945,2014/09/13,a book,20
e15953,2014/09/14,news,18
e15963,2014/09/15,social media,23
e15972,2014/09/16,a book,7
e15981,2014/09/17,social media,29
e15990,2014/09/18,a book,12
e15999,2014/09/19,a book,39
e16009,2014/09/20,social media,54
e16017,2014/09/21,news,40
e16025,2014/09/22,news,26
e16033,2014/09/23,news,14
e16043,2014/09/24,social media,21
e16051,2014/09/25,news,6
e16061,2014/09/26,a book,20
e16069,2014/09/27,a book,38
e16078,2014/09/28,news,47
e16087,2014/09/29,a book,54
e16096,2014/09/30,social media,48
e16104,2014/10/01,news,17
e16113,2014/10/02,a book,30
e16122,2014/10/03,social media,20
e16130,2014/10/04,news,41
e16139,2014/10/05,a book,26
e16148,2014/10/06,social media,16
e16156,2014/10/07,social media,39
e16165,2014/10/08,a book,5
e16173,2014/10/09,social media,39
e16182,2014/10/10,a book,11
e16189,2014/10/11,a book,44
e16197,2014/10/12,news,15
e16205,2014/10/13,a book,41
e16214,2014/10/14,a book,52
e16221,2014/10/15,social media,50
e16230,2014/10/16,a book,40
e16239,2014/10/17,social media,45
e16248,2014/10/18,news,18
e16257,2014/10/19,social media,22
e16266,2014/10/20,news,49
e16275,2014/10/21,news,15
e16283,2014/10/22,news,28
e16292,2014/10/23,news,23
e16301,2014/10/24,a book,51
e16310,2014/10/25,news,20
e16318,2014/10/26,a book,9
e16327,2014/10/27,a book,35
e16337,2014/10/28,a book,30
e16344,2014/10/29,news,49
e16352,2014/10/30,news,53
e16362,2014/10/31,news,32
e16371,2014/11/01,news,28
e16379,2014/11/02,social media,6
e16388,2014/11/03,a book,39
e16398,2014/11/04,news,42
e16407,2014/11/05,news,21
e16415,2014/11/06,a book,24
e16423,2014/11/07,news,7
e16431,2014/11/08,social media,28
e16441,2014/11/09,social media,46
e16451,2014/11/10,news,28
e16460,2014/11/11,a book,27
e16468,2014/11/12,a book,37
e16476,2014/11/13,a book,13
e16485,2014/11/14,news,33
e16494,2014/11/15,news,36
e16503,2014/11/16,social media,14
e16511,2014/11/17,a book,7
e16519,2014/11/18,a book,41
e16526,2014/11/19,social media,36
