eid,date,watchtype,howlong
e7833,2012/04/09,a documentary,15
e7843,2012/04/10,a documentary,55
e7852,2012/04/11,news,39
e7862,2012/04/12,a tv series,21
e7870,2012/04/13,a tv series,28
e7877,2012/04/14,a documentary,18
e7883,2012/04/15,a movie,34
e7891,2012/04/16,a tv series,33
e7899,2012/04/17,a documentary,21
e7907,2012/04/18,a movie,43
e7915,2012/04/19,a documentary,11
e7924,2012/04/20,a movie,11
e7933,2012/04/21,a documentary,35
e7941,2012/04/22,news,55
e7950,2012/04/23,news,21
e7959,2012/04/24,a documentary,7
e7968,2012/04/25,a tv series,49
e7978,2012/04/26,a documentary,24
e7986,2012/04/27,a documentary,28
e7994,2012/04/28,news,48
e8003,2012/04/29,a documentary,36
e8012,2012/04/30,news,5
e8021,2012/05/01,a tv series,18
e8030,2012/05/02,news,54
e8038,2012/05/03,news,12
e8047,2012/05/04,a movie,54
e8057,2012/05/05,a tv series,35
e8067,2012/05/06,a tv series,8
e8076,2012/05/07,a documentary,19
e8084,2012/05/08,a movie,13
e8093,2012/05/09,a tv series,37
e8103,2012/05/10,a documentary,19
e8113,2012/05/11,news,17
e8122,2012/05/12,a movie,41
e8130,2012/05/13,a movie,19
e8139,2012/05/14,a documentary,17
e8148,2012/05/15,a movie,26
e8158,2012/05/16,a movie,17
e8167,2012/05/17,a documentary,52
e8175,2012/05/18,a movie,41
e8183,2012/05/19,news,55
e8191,2012/05/20,a tv series,27
e8199,2012/05/21,a movie,18
e8209,2012/05/22,news,12
e8219,2012/05/23,a documentary,11
e8229,2012/05/24,news,42
e8239,2012/05/25,a documentary,25
e8248,2012/05/26,a documentary,30
e8257,2012/05/27,news,21
e8266,2012/05/28,a tv series,24
e8275,2012/05/29,a documentary,21
e8285,2012/05/30,a movie,48
e8295,2012/05/31,a movie,48
e8303,2012/06/01,news,54
e8311,2012/06/02,news,32
e8321,2012/06/03,a documentary,37
e8328,2012/06/04,news,40
e8338,2012/06/05,news,33
e8347,2012/06/06,news,45
e8357,2012/06/07,news,19
e8367,2012/06/08,a movie,43
e8375,2012/06/09,a documentary,29
e8383,2012/06/10,news,44
e8391,2012/06/11,a tv series,35
e8401,2012/06/12,news,22
e8410,2012/06/13,news,35
e8419,2012/06/14,a documentary,14
e8428,2012/06/15,a tv series,37
e8437,2012/06/16,a movie,24
e8447,2012/06/17,a tv series,49
e8456,2012/06/18,a documentary,44
e8465,2012/06/19,a tv series,7
e8474,2012/06/20,a movie,20
e8483,2012/06/21,news,22
e8493,2012/06/22,a tv series,18
e8501,2012/06/23,news,23
e8511,2012/06/24,a movie,52
e8520,2012/06/25,news,22
e8529,2012/06/26,a movie,54
e8538,2012/06/27,a documentary,19
e8547,2012/06/28,news,34
e8555,2012/06/29,a movie,52
e8565,2012/06/30,a documentary,8
e8574,2012/07/01,a movie,26
e8583,2012/07/02,a movie,54
e8592,2012/07/03,a movie,24
e8601,2012/07/04,a documentary,53
e8610,2012/07/05,a documentary,32
e8619,2012/07/06,a movie,23
e8626,2012/07/07,a documentary,9
e8634,2012/07/08,news,43
e8643,2012/07/09,news,22
e8653,2012/07/10,a tv series,20
e8661,2012/07/11,a documentary,50
e8669,2012/07/12,a tv series,18
e8677,2012/07/13,a documentary,8
e8686,2012/07/14,a tv series,36
e8695,2012/07/15,news,36
e8703,2012/07/16,a documentary,12
e8713,2012/07/17,a tv series,30
e8722,2012/07/18,a tv series,28
e8730,2012/07/19,a movie,39
e8740,2012/07/20,a movie,31
e8749,2012/07/21,a tv series,42
e8758,2012/07/22,news,47
e8765,2012/07/23,a documentary,10
e8775,2012/07/24,a tv series,37
e8784,2012/07/25,a documentary,8
e8792,2012/07/26,a movie,48
e8800,2012/07/27,a movie,36
e8809,2012/07/28,a movie,36
e8817,2012/07/29,news,53
e8824,2012/07/30,a documentary,55
e8833,2012/07/31,a tv series,53
e8842,2012/08/01,a documentary,44
e8852,2012/08/02,news,51
e8862,2012/08/03,a documentary,34
e8870,2012/08/04,a documentary,24
e8879,2012/08/05,news,43
e8887,2012/08/06,a documentary,51
e8895,2012/08/07,news,47
e8905,2012/08/08,a movie,5
e8914,2012/08/09,a documentary,27
e8922,2012/08/10,news,20
e8932,2012/08/11,a movie,7
e8942,2012/08/12,a movie,42
e8950,2012/08/13,a documentary,38
e8958,2012/08/14,news,47
e8966,2012/08/15,a documentary,14
e8975,2012/08/16,a tv series,13
e8983,2012/08/17,a movie,35
e8991,2012/08/18,a documentary,12
e9000,2012/08/19,news,33
e9010,2012/08/20,news,7
e9018,2012/08/21,news,9
e9027,2012/08/22,a documentary,8
e9036,2012/08/23,a documentary,43
e9045,2012/08/24,a movie,18
e9054,2012/08/25,a movie,33
e9063,2012/08/26,a tv series,42
e9073,2012/08/27,news,14
e9083,2012/08/28,a documentary,41
e9092,2012/08/29,a tv series,7
e9100,2012/08/30,a documentary,54
e9109,2012/08/31,a tv series,13
e9118,2012/09/01,news,27
e9127,2012/09/02,news,18
e9135,2012/09/03,a movie,15
e9144,2012/09/04,a documentary,28
e9151,2012/09/05,a documentary,10
e9160,2012/09/06,a documentary,25
e9170,2012/09/07,news,39
e9179,2012/09/08,a movie,28
e9188,2012/09/09,a documentary,43
e9197,2012/09/10,a tv series,12
e9205,2012/09/11,a tv series,12
e9214,2012/09/12,a tv series,19
e9224,2012/09/13,a movie,11
e9232,2012/09/14,a documentary,34
e9240,2012/09/15,a documentary,48
e9248,2012/09/16,news,45
e9257,2012/09/17,a documentary,11
e9266,2012/09/18,a tv series,40
e9276,2012/09/19,a movie,54
e9284,2012/09/20,a documentary,30
e9293,2012/09/21,a tv series,48
e9303,2012/09/22,a documentary,7
e9311,2012/09/23,a documentary,46
e9320,2012/09/24,a movie,10
e9328,2012/09/25,a documentary,36
e9336,2012/09/26,news,44
e9346,2012/09/27,a movie,5
e9355,2012/09/28,news,48
e9364,2012/09/29,a movie,38
e9373,2012/09/30,a tv series,17
e9381,2012/10/01,a movie,19
e9390,2012/10/02,a tv series,21
e9400,2012/10/03,a tv series,23
e9409,2012/10/04,a movie,47
e9417,2012/10/05,a movie,34
e9425,2012/10/06,a tv series,50
e9434,2012/10/07,a documentary,7
e9443,2012/10/08,a tv series,16
e9452,2012/10/09,a movie,41
e9461,2012/10/10,a tv series,25
e9470,2012/10/11,a tv series,28
e9478,2012/10/12,a movie,46
e9486,2012/10/13,a documentary,47
e9494,2012/10/14,a movie,28
e9503,2012/10/15,news,5
e9512,2012/10/16,a movie,33
e9522,2012/10/17,news,7
e9530,2012/10/18,a tv series,50
e9539,2012/10/19,a documentary,53
e9549,2012/10/20,a movie,36
e9558,2012/10/21,a movie,36
e9565,2012/10/22,a movie,53
e9574,2012/10/23,news,29
e9583,2012/10/24,a movie,21
e9591,2012/10/25,a documentary,49
e9600,2012/10/26,a tv series,5
e9608,2012/10/27,a tv series,40
e9615,2012/10/28,a documentary,31
e9624,2012/10/29,a movie,18
e9634,2012/10/30,a movie,32
e9643,2012/10/31,a tv series,52
e9653,2012/11/01,news,18
e9662,2012/11/02,news,50
e9671,2012/11/03,a documentary,32
e9680,2012/11/04,a movie,23
e9689,2012/11/05,a tv series,19
e9697,2012/11/06,news,12
e9705,2012/11/07,a documentary,34
e9715,2012/11/08,a movie,43
e9722,2012/11/09,a documentary,30
e9731,2012/11/10,a tv series,40
e9740,2012/11/11,a movie,48
e9749,2012/11/12,a documentary,23
e9758,2012/11/13,a tv series,53
e9767,2012/11/14,a tv series,28
e9775,2012/11/15,news,20
e9784,2012/11/16,a tv series,29
e9793,2012/11/17,a documentary,5
e9802,2012/11/18,news,28
e9810,2012/11/19,a documentary,50
e9820,2012/11/20,a tv series,26
e9829,2012/11/21,a movie,43
e9837,2012/11/22,a documentary,53
e9846,2012/11/23,a tv series,32
e9854,2012/11/24,news,33
e9863,2012/11/25,news,45
e9872,2012/11/26,a movie,51
e9879,2012/11/27,a tv series,50
e9886,2012/11/28,a movie,47
e9896,2012/11/29,a documentary,13
e9906,2012/11/30,a documentary,26
e9914,2012/12/01,a tv series,50
e9921,2012/12/02,a movie,26
e9930,2012/12/03,a movie,9
e9938,2012/12/04,a tv series,27
e9946,2012/12/05,a documentary,46
e9955,2012/12/06,news,32
e9964,2012/12/07,a documentary,22
e9972,2012/12/08,a tv series,55
e9980,2012/12/09,a movie,55
e9989,2012/12/10,a tv series,32
e9996,2012/12/11,a movie,26
e10006,2012/12/12,a documentary,50
e10015,2012/12/13,a tv series,38
e10023,2012/12/14,a movie,46
e10032,2012/12/15,a documentary,28
e10040,2012/12/16,a movie,45
e10049,2012/12/17,news,6
e10058,2012/12/18,news,27
e10066,2012/12/19,a movie,12
e10075,2012/12/20,a movie,26
e10084,2012/12/21,news,11
e10093,2012/12/22,a tv series,47
e10100,2012/12/23,a tv series,41
e10109,2012/12/24,a movie,27
e10119,2012/12/25,news,22
e10128,2012/12/26,news,12
e10137,2012/12/27,news,22
e10146,2012/12/28,a tv series,33
e10155,2012/12/29,a tv series,29
e10165,2012/12/30,a documentary,50
e10174,2012/12/31,news,21
e10359,2013/01/01,a tv series,47
e10368,2013/01/02,a tv series,53
e10376,2013/01/03,a tv series,37
e10386,2013/01/04,a tv series,46
e10395,2013/01/05,a tv series,15
e10405,2013/01/06,news,24
e10413,2013/01/07,a documentary,10
e10421,2013/01/08,news,42
e10429,2013/01/09,a movie,9
e10437,2013/01/10,a tv series,47
e10445,2013/01/11,a tv series,33
e10454,2013/01/12,a movie,42
e10463,2013/01/13,a movie,49
e10471,2013/01/14,a tv series,25
e10480,2013/01/15,a movie,15
e10489,2013/01/16,a movie,26
e10497,2013/01/17,a documentary,11
e10506,2013/01/18,a documentary,41
e10514,2013/01/19,news,39
e10523,2013/01/20,news,17
e10531,2013/01/21,a movie,14
e10539,2013/01/22,a tv series,54
e10546,2013/01/23,a documentary,19
e10555,2013/01/24,a movie,30
e10563,2013/01/25,news,55
e10571,2013/01/26,a tv series,41
e10580,2013/01/27,a documentary,52
e10588,2013/01/28,news,13
e10597,2013/01/29,news,18
e10606,2013/01/30,a movie,19
e10616,2013/01/31,a tv series,45
e10625,2013/02/01,a documentary,36
e10632,2013/02/02,news,14
e10640,2013/02/03,a movie,15
e10649,2013/02/04,a movie,30
e10659,2013/02/05,a movie,5
e10667,2013/02/06,a movie,53
e10675,2013/02/07,a tv series,23
e10684,2013/02/08,a tv series,25
e10693,2013/02/09,a movie,34
e10702,2013/02/10,a tv series,53
e10711,2013/02/11,a tv series,13
e10719,2013/02/12,a tv series,55
e10729,2013/02/13,a tv series,33
e10739,2013/02/14,a movie,41
e10749,2013/02/15,a movie,13
e10758,2013/02/16,news,14
e10766,2013/02/17,a documentary,46
e10775,2013/02/18,news,5
e10785,2013/02/19,a tv series,6
e10794,2013/02/20,news,30
e10802,2013/02/21,a movie,25
e10811,2013/02/22,news,22
e10820,2013/02/23,a movie,32
e10828,2013/02/24,a movie,50
e10836,2013/02/25,a movie,44
e10844,2013/02/26,news,34
e10853,2013/02/27,a tv series,18
e10861,2013/02/28,a movie,7
e10869,2013/03/01,a documentary,44
e10876,2013/03/02,a tv series,45
e10885,2013/03/03,a documentary,20
e10892,2013/03/04,a tv series,24
e10902,2013/03/05,a movie,53
e10911,2013/03/06,news,45
e10920,2013/03/07,a documentary,21
e10930,2013/03/08,a movie,21
e10939,2013/03/09,a movie,40
e10947,2013/03/10,news,33
e10956,2013/03/11,a documentary,40
e10966,2013/03/12,news,28
e10975,2013/03/13,a movie,19
e10984,2013/03/14,a documentary,44
e10993,2013/03/15,a movie,43
e11003,2013/03/16,a movie,42
e11012,2013/03/17,a tv series,28
e11022,2013/03/18,a movie,45
e11029,2013/03/19,a movie,13
e11037,2013/03/20,news,52
e11046,2013/03/21,a movie,17
e11054,2013/03/22,a movie,15
e11062,2013/03/23,news,38
e11070,2013/03/24,a documentary,12
e11078,2013/03/25,a tv series,22
e11085,2013/03/26,a tv series,33
e11094,2013/03/27,a movie,41
e11103,2013/03/28,a documentary,43
e11111,2013/03/29,a documentary,50
e11120,2013/03/30,news,36
e11127,2013/03/31,a tv series,17
e11136,2013/04/01,a movie,8
e11144,2013/04/02,a movie,43
e11153,2013/04/03,a documentary,23
e11162,2013/04/04,a tv series,13
e11171,2013/04/05,a tv series,55
e11180,2013/04/06,news,53
e11187,2013/04/07,a movie,35
e11195,2013/04/08,news,51
e11203,2013/04/09,a tv series,49
e11212,2013/04/10,a documentary,27
e11221,2013/04/11,a movie,22
e11231,2013/04/12,a documentary,42
e11240,2013/04/13,a movie,21
e11248,2013/04/14,a documentary,42
e11258,2013/04/15,news,53
e11267,2013/04/16,a tv series,38
e11276,2013/04/17,a tv series,14
e11285,2013/04/18,news,38
e11294,2013/04/19,a tv series,23
e11304,2013/04/20,a tv series,37
e11314,2013/04/21,news,14
e11323,2013/04/22,a tv series,20
e11332,2013/04/23,a tv series,25
e11342,2013/04/24,a tv series,25
e11349,2013/04/25,a documentary,39
e11358,2013/04/26,a tv series,25
e11366,2013/04/27,a tv series,34
e11375,2013/04/28,a tv series,8
e11384,2013/04/29,a movie,31
e11392,2013/04/30,news,11
e11401,2013/05/01,news,49
e11410,2013/05/02,a documentary,35
e11418,2013/05/03,a movie,42
e11426,2013/05/04,news,11
e11433,2013/05/05,a tv series,48
e11442,2013/05/06,a movie,26
e11450,2013/05/07,news,49
e11457,2013/05/08,a tv series,16
e11464,2013/05/09,a documentary,34
e11471,2013/05/10,news,12
e11478,2013/05/11,news,26
e11486,2013/05/12,news,6
e11494,2013/05/13,news,39
e11502,2013/05/14,news,14
e11510,2013/05/15,news,50
e11518,2013/05/16,a tv series,7
e11525,2013/05/17,a documentary,30
e11532,2013/05/18,a movie,33
e11542,2013/05/19,a documentary,19
e11551,2013/05/20,news,37
e11559,2013/05/21,a documentary,55
e11568,2013/05/22,a tv series,36
e11578,2013/05/23,news,33
e11588,2013/05/24,news,32
e11598,2013/05/25,news,45
e11605,2013/05/26,news,35
e11613,2013/05/27,a tv series,16
e11621,2013/05/28,news,27
e11631,2013/05/29,a documentary,42
e11639,2013/05/30,a movie,33
e11647,2013/05/31,a documentary,13
e11657,2013/06/01,news,17
e11665,2013/06/02,news,19
e11674,2013/06/03,news,55
e11682,2013/06/04,a documentary,24
e11691,2013/06/05,a documentary,42
e11700,2013/06/06,a movie,8
e11708,2013/06/07,news,15
e11716,2013/06/08,a documentary,32
e11725,2013/06/09,a documentary,19
e11733,2013/06/10,a movie,47
e11741,2013/06/11,a documentary,8
e11749,2013/06/12,a tv series,14
e11759,2013/06/13,a documentary,17
e11768,2013/06/14,a tv series,15
e11777,2013/06/15,news,18
e11785,2013/06/16,a documentary,8
e11794,2013/06/17,a documentary,30
e11803,2013/06/18,a documentary,35
e11810,2013/06/19,a documentary,51
e11818,2013/06/20,a documentary,19
e11826,2013/06/21,a tv series,46
e11836,2013/06/22,news,14
e11843,2013/06/23,news,43
e11851,2013/06/24,a movie,9
e11860,2013/06/25,a documentary,35
e11869,2013/06/26,a tv series,50
e11877,2013/06/27,a tv series,26
e11886,2013/06/28,a tv series,55
e11895,2013/06/29,a tv series,14
e11904,2013/06/30,a tv series,36
e11914,2013/07/01,a movie,49
e11922,2013/07/02,a tv series,16
e11932,2013/07/03,a movie,38
e11940,2013/07/04,a tv series,16
e11948,2013/07/05,a documentary,26
e11957,2013/07/06,a documentary,14
e11966,2013/07/07,a documentary,53
e11974,2013/07/08,a documentary,39
e11984,2013/07/09,a tv series,50
e11994,2013/07/10,a movie,55
e12004,2013/07/11,a tv series,48
e12013,2013/07/12,news,12
e12022,2013/07/13,news,53
e12029,2013/07/14,news,19
e12036,2013/07/15,news,36
e12045,2013/07/16,a movie,14
e12055,2013/07/17,a tv series,50
e12065,2013/07/18,news,55
e12074,2013/07/19,a tv series,28
e12082,2013/07/20,news,51
e12090,2013/07/21,a movie,40
e12098,2013/07/22,a documentary,9
e12107,2013/07/23,news,45
e12117,2013/07/24,a documentary,50
e12127,2013/07/25,news,36
e12135,2013/07/26,a tv series,13
e12144,2013/07/27,news,27
e12153,2013/07/28,a documentary,5
e12163,2013/07/29,a tv series,31
e12171,2013/07/30,a documentary,14
e12180,2013/07/31,a tv series,32
e12190,2013/08/01,news,29
e12199,2013/08/02,a movie,36
e12207,2013/08/03,news,19
e12215,2013/08/04,news,15
e12225,2013/08/05,a documentary,31
e12232,2013/08/06,a movie,42
e12241,2013/08/07,a movie,7
e12249,2013/08/08,a documentary,7
e12258,2013/08/09,news,11
e12265,2013/08/10,a movie,39
e12273,2013/08/11,a documentary,46
e12283,2013/08/12,a tv series,48
e12290,2013/08/13,a tv series,13
e12299,2013/08/14,a documentary,34
e12308,2013/08/15,news,30
e12316,2013/08/16,a tv series,46
e12325,2013/08/17,news,19
e12335,2013/08/18,a movie,31
e12343,2013/08/19,a tv series,53
e12350,2013/08/20,a tv series,29
e12359,2013/08/21,news,45
e12367,2013/08/22,news,38
e12376,2013/08/23,a movie,31
e12384,2013/08/24,a tv series,25
e12393,2013/08/25,a documentary,49
e12401,2013/08/26,news,11
e12409,2013/08/27,a tv series,35
e12418,2013/08/28,a documentary,45
e12427,2013/08/29,a movie,26
e12437,2013/08/30,a movie,52
e12445,2013/08/31,news,22
e12453,2013/09/01,a documentary,33
e12462,2013/09/02,a documentary,32
e12471,2013/09/03,a tv series,51
e12481,2013/09/04,news,45
e12490,2013/09/05,a movie,22
e12500,2013/09/06,news,22
e12508,2013/09/07,a movie,43
e12517,2013/09/08,a tv series,53
e12527,2013/09/09,a movie,19
e12534,2013/09/10,news,44
e12542,2013/09/11,a movie,28
e12550,2013/09/12,a movie,18
e12559,2013/09/13,a movie,21
e12567,2013/09/14,a movie,30
e12576,2013/09/15,a documentary,11
e12583,2013/09/16,a movie,35
e12592,2013/09/17,a tv series,7
e12600,2013/09/18,a movie,37
e12609,2013/09/19,a movie,54
e12619,2013/09/20,a movie,40
e12628,2013/09/21,a movie,9
e12636,2013/09/22,a tv series,15
e12645,2013/09/23,a movie,16
e12653,2013/09/24,a documentary,9
e12662,2013/09/25,news,45
e12670,2013/09/26,a movie,6
e12678,2013/09/27,a documentary,21
e12687,2013/09/28,news,53
e12696,2013/09/29,a tv series,26
e12705,2013/09/30,a tv series,49
e12714,2013/10/01,news,41
e12723,2013/10/02,a documentary,16
e12733,2013/10/03,news,41
e12742,2013/10/04,a documentary,7
e12752,2013/10/05,a documentary,32
e12761,2013/10/06,a movie,29
e12769,2013/10/07,a tv series,16
e12777,2013/10/08,a tv series,51
e12786,2013/10/09,a movie,10
e12794,2013/10/10,a documentary,44
e12802,2013/10/11,a tv series,44
e12809,2013/10/12,a movie,30
e12817,2013/10/13,news,18
e12827,2013/10/14,a documentary,28
e12836,2013/10/15,a documentary,40
e12845,2013/10/16,a documentary,40
e12852,2013/10/17,news,21
e12861,2013/10/18,a tv series,40
e12869,2013/10/19,a tv series,54
e12878,2013/10/20,a documentary,46
e12887,2013/10/21,a tv series,53
e12896,2013/10/22,a documentary,30
e12904,2013/10/23,a movie,36
e12913,2013/10/24,a documentary,6
e12922,2013/10/25,a movie,31
e12931,2013/10/26,a documentary,6
e12939,2013/10/27,a movie,28
e12948,2013/10/28,a documentary,11
e12956,2013/10/29,a documentary,51
e12965,2013/10/30,a documentary,50
e12974,2013/10/31,a documentary,52
e12982,2013/11/01,a documentary,37
e12990,2013/11/02,news,8
e12998,2013/11/03,a movie,34
e13007,2013/11/04,news,19
e13015,2013/11/05,a tv series,19
e13024,2013/11/06,a tv series,24
e13032,2013/11/07,a documentary,5
e13041,2013/11/08,a tv series,32
e13051,2013/11/09,a documentary,17
e13060,2013/11/10,a movie,15
e13069,2013/11/11,a tv series,52
e13078,2013/11/12,a tv series,25
e13086,2013/11/13,a movie,39
e13095,2013/11/14,news,32
e13104,2013/11/15,a documentary,37
e13113,2013/11/16,a documentary,45
e13122,2013/11/17,a tv series,31
e13131,2013/11/18,a movie,11
e13140,2013/11/19,a documentary,54
e13147,2013/11/20,a documentary,22
e13156,2013/11/21,a movie,50
e13165,2013/11/22,a movie,22
e13175,2013/11/23,a documentary,47
e13184,2013/11/24,a movie,22
e13191,2013/11/25,a tv series,9
e13199,2013/11/26,a documentary,32
e13208,2013/11/27,a tv series,33
e13215,2013/11/28,a movie,5
e13222,2013/11/29,news,23
e13231,2013/11/30,a tv series,7
e13239,2013/12/01,a tv series,37
e13246,2013/12/02,news,9
e13256,2013/12/03,a movie,32
e13264,2013/12/04,a movie,27
e13272,2013/12/05,a movie,10
e13280,2013/12/06,a documentary,38
e13289,2013/12/07,a tv series,18
e13297,2013/12/08,a tv series,25
e13305,2013/12/09,news,49
e13313,2013/12/10,news,50
e13322,2013/12/11,news,51
e13331,2013/12/12,a documentary,38
e13341,2013/12/13,a documentary,22
e13348,2013/12/14,a movie,41
e13356,2013/12/15,a movie,47
e13365,2013/12/16,a tv series,24
e13375,2013/12/17,a movie,52
e13383,2013/12/18,a tv series,27
e13391,2013/12/19,a tv series,20
e13400,2013/12/20,a tv series,14
e13407,2013/12/21,a tv series,24
e13415,2013/12/22,a tv series,51
e13422,2013/12/23,a documentary,50
e13432,2013/12/24,news,24
e13440,2013/12/25,a tv series,25
e13448,2013/12/26,a documentary,32
e13456,2013/12/27,a tv series,15
e13465,2013/12/28,a tv series,9
e13474,2013/12/29,a tv series,35
e13483,2013/12/30,a tv series,19
e13491,2013/12/31,a movie,10
e13723,2014/01/01,a tv series,52
e13732,2014/01/02,news,26
e13742,2014/01/03,news,22
e13752,2014/01/04,news,14
e13760,2014/01/05,news,52
e13770,2014/01/06,news,31
e13779,2014/01/07,a movie,54
e13789,2014/01/08,a movie,39
e13798,2014/01/09,a documentary,36
e13807,2014/01/10,news,13
e13817,2014/01/11,news,24
e13825,2014/01/12,a documentary,49
e13833,2014/01/13,a tv series,29
e13842,2014/01/14,a documentary,25
e13849,2014/01/15,news,50
e13859,2014/01/16,a tv series,22
e13867,2014/01/17,news,35
e13875,2014/01/18,news,12
e13884,2014/01/19,news,19
e13892,2014/01/20,a tv series,18
e13900,2014/01/21,news,46
e13909,2014/01/22,news,53
e13917,2014/01/23,a tv series,39
e13926,2014/01/24,a documentary,42
e13936,2014/01/25,news,54
e13945,2014/01/26,a documentary,19
e13954,2014/01/27,a tv series,27
e13962,2014/01/28,news,38
e13972,2014/01/29,a documentary,17
e13980,2014/01/30,a movie,35
e13989,2014/01/31,a documentary,48
e13997,2014/02/01,a movie,14
e14006,2014/02/02,a tv series,24
e14015,2014/02/03,a movie,45
e14024,2014/02/04,a movie,14
e14033,2014/02/05,news,54
e14041,2014/02/06,a documentary,12
e14051,2014/02/07,news,26
e14060,2014/02/08,a movie,15
e14069,2014/02/09,a movie,44
e14078,2014/02/10,a documentary,40
e14087,2014/02/11,news,26
e14096,2014/02/12,a documentary,27
e14104,2014/02/13,a tv series,35
e14113,2014/02/14,a movie,38
e14121,2014/02/15,a movie,47
e14129,2014/02/16,a tv series,40
e14137,2014/02/17,news,48
e14145,2014/02/18,a documentary,35
e14154,2014/02/19,a movie,53
e14163,2014/02/20,a tv series,9
e14171,2014/02/21,a tv series,51
e14180,2014/02/22,a documentary,33
e14189,2014/02/23,a tv series,17
e14198,2014/02/24,a documentary,37
e14206,2014/02/25,a tv series,41
e14215,2014/02/26,a documentary,14
e14224,2014/02/27,news,44
e14232,2014/02/28,a tv series,7
e14240,2014/03/01,a documentary,28
e14248,2014/03/02,a documentary,17
e14256,2014/03/03,a tv series,29
e14266,2014/03/04,a tv series,12
e14273,2014/03/05,a tv series,13
e14282,2014/03/06,a movie,20
e14291,2014/03/07,a movie,22
e14300,2014/03/08,a documentary,18
e14309,2014/03/09,news,21
e14318,2014/03/10,news,5
e14327,2014/03/11,a documentary,23
e14335,2014/03/12,a movie,54
e14344,2014/03/13,a tv series,10
e14353,2014/03/14,a documentary,10
e14361,2014/03/15,a movie,47
e14370,2014/03/16,news,16
e14380,2014/03/17,a documentary,55
e14389,2014/03/18,news,54
e14398,2014/03/19,news,34
e14406,2014/03/20,a movie,34
e14416,2014/03/21,news,18
e14425,2014/03/22,a documentary,13
e14435,2014/03/23,a movie,19
e14444,2014/03/24,a tv series,54
e14452,2014/03/25,news,24
e14460,2014/03/26,a movie,37
e14470,2014/03/27,news,22
e14479,2014/03/28,a documentary,18
e14488,2014/03/29,a tv series,54
e14496,2014/03/30,a documentary,34
e14505,2014/03/31,a documentary,49
e14513,2014/04/01,a tv series,47
e14521,2014/04/02,a movie,15
e14529,2014/04/03,a movie,29
e14538,2014/04/04,news,13
e14546,2014/04/05,a tv series,18
e14555,2014/04/06,news,24
e14565,2014/04/07,a documentary,21
e14574,2014/04/08,a documentary,17
e14584,2014/04/09,news,42
e14593,2014/04/10,a documentary,47
e14601,2014/04/11,news,34
e14609,2014/04/12,a documentary,23
e14618,2014/04/13,news,44
e14626,2014/04/14,a tv series,31
e14634,2014/04/15,news,12
e14643,2014/04/16,news,30
e14652,2014/04/17,news,48
e14661,2014/04/18,a movie,45
e14670,2014/04/19,a tv series,12
e14678,2014/04/20,news,41
e14687,2014/04/21,a documentary,12
e14696,2014/04/22,a movie,28
e14705,2014/04/23,a movie,10
e14714,2014/04/24,a tv series,51
e14723,2014/04/25,a tv series,12
e14732,2014/04/26,a tv series,25
e14740,2014/04/27,news,28
e14750,2014/04/28,a documentary,8
e14759,2014/04/29,a movie,9
e14767,2014/04/30,a movie,53
e14776,2014/05/01,a tv series,47
e14785,2014/05/02,a movie,15
e14794,2014/05/03,a documentary,49
e14801,2014/05/04,a movie,23
e14810,2014/05/05,a movie,31
e14819,2014/05/06,a documentary,5
e14828,2014/05/07,a movie,35
e14837,2014/05/08,news,21
e14846,2014/05/09,a tv series,9
e14855,2014/05/10,news,37
e14865,2014/05/11,news,55
e14873,2014/05/12,a tv series,52
e14882,2014/05/13,a tv series,44
e14891,2014/05/14,a tv series,34
e14900,2014/05/15,a documentary,29
e14907,2014/05/16,a tv series,29
e14917,2014/05/17,a tv series,50
e14926,2014/05/18,a documentary,43
e14934,2014/05/19,a movie,13
e14943,2014/05/20,a movie,47
e14952,2014/05/21,a tv series,37
e14960,2014/05/22,news,10
e14968,2014/05/23,a documentary,32
e14977,2014/05/24,a documentary,28
e14984,2014/05/25,news,44
e14992,2014/05/26,news,34
e15000,2014/05/27,news,31
e15010,2014/05/28,news,41
e15019,2014/05/29,a movie,52
e15027,2014/05/30,a movie,7
e15037,2014/05/31,a movie,8
e15044,2014/06/01,a tv series,41
e15053,2014/06/02,a tv series,20
e15062,2014/06/03,a tv series,9
e15071,2014/06/04,a documentary,47
e15080,2014/06/05,a movie,55
e15089,2014/06/06,a tv series,29
e15098,2014/06/07,news,10
e15107,2014/06/08,a tv series,46
e15116,2014/06/09,a tv series,6
e15125,2014/06/10,news,35
e15135,2014/06/11,a documentary,24
e15144,2014/06/12,a movie,9
e15154,2014/06/13,news,28
e15163,2014/06/14,a movie,36
e15173,2014/06/15,a movie,42
e15182,2014/06/16,a documentary,18
e15190,2014/06/17,a tv series,11
e15197,2014/06/18,a documentary,33
e15205,2014/06/19,news,43
e15215,2014/06/20,a documentary,32
e15223,2014/06/21,a tv series,45
e15232,2014/06/22,a tv series,35
e15241,2014/06/23,a documentary,9
e15250,2014/06/24,a documentary,14
e15258,2014/06/25,a documentary,16
e15266,2014/06/26,a documentary,42
e15274,2014/06/27,a documentary,45
e15282,2014/06/28,news,9
e15291,2014/06/29,a documentary,10
e15300,2014/06/30,a movie,45
e15309,2014/07/01,a movie,42
e15317,2014/07/02,news,14
e15326,2014/07/03,a movie,26
e15334,2014/07/04,news,18
e15343,2014/07/05,a documentary,47
e15353,2014/07/06,a movie,7
e15361,2014/07/07,a tv series,9
e15369,2014/07/08,a documentary,51
