eid,date,watchtype,howlong
e7190,2021/02/01,a movie,46
e7196,2021/02/03,a documentary,29
e7203,2021/02/08,a documentary,54
e7207,2021/02/09,a movie,12
e7211,2021/02/11,a movie,14
e7220,2021/02/18,a movie,41
e7227,2021/02/24,news,20
e7229,2021/02/25,news,51
e7237,2021/03/03,a documentary,53
e7240,2021/03/05,a documentary,38
e7245,2021/03/08,a documentary,55
e7247,2021/03/09,a documentary,47
e7251,2021/03/10,news,17
e7256,2021/03/13,a documentary,43
e7273,2021/03/22,a documentary,42
e7276,2021/03/24,a movie,26
e7291,2021/04/02,a tv series,7
e7297,2021/04/04,a tv series,53
e7298,2021/04/05,news,16
e7303,2021/04/10,a tv series,41
e7312,2021/04/16,news,13
e7315,2021/04/18,a movie,31
e7326,2021/04/25,a documentary,48
e7334,2021/04/30,a tv series,21
e7340,2021/05/04,news,34
e7351,2021/05/11,news,30
e7367,2021/05/21,news,29
e7371,2021/05/24,news,11
e7375,2021/05/25,a tv series,36
e7384,2021/06/04,a documentary,7
e7397,2021/06/15,news,15
e7405,2021/06/21,a tv series,23
e7413,2021/06/26,a documentary,55
e7416,2021/06/28,a movie,29
e7433,2021/07/06,news,36
e7449,2021/07/17,news,48
e7453,2021/07/20,a tv series,49
e7461,2021/07/25,a tv series,43
e7467,2021/07/27,a tv series,26
e7478,2021/08/02,a documentary,52
e7488,2021/08/08,news,22
e7498,2021/08/15,a documentary,50
e7502,2021/08/18,a tv series,51
e7506,2021/08/22,a tv series,14
e7507,2021/08/23,a tv series,51
e7508,2021/08/25,a movie,29
e7510,2021/08/26,a tv series,8
e7520,2021/09/02,a movie,19
e7522,2021/09/03,a documentary,7
e7528,2021/09/06,a tv series,43
e7535,2021/09/11,a tv series,42
e7546,2021/09/16,a movie,31
e7549,2021/09/18,a documentary,34
e7551,2021/09/19,news,38
e7558,2021/09/23,news,30
e7561,2021/09/24,news,17
e7567,2021/09/28,a movie,12
e7590,2021/10/12,a tv series,45
e7599,2021/10/21,a tv series,51
e7606,2021/10/24,news,5
e7615,2021/10/29,news,39
e7621,2021/10/31,a movie,39
e7623,2021/11/02,a tv series,15
e7627,2021/11/04,a tv series,18
e7629,2021/11/05,news,17
e7647,2021/11/16,news,11
e7650,2021/11/17,news,43
e7654,2021/11/18,news,51
e7656,2021/11/20,a documentary,52
e7658,2021/11/24,a tv series,18
e7661,2021/11/26,a movie,19
e7675,2021/12/05,a movie,16
e7677,2021/12/06,a movie,33
e7681,2021/12/09,a documentary,55
e7688,2021/12/15,news,21
e7692,2021/12/17,a movie,21
e7694,2021/12/18,a documentary,23
e7700,2021/12/22,a documentary,41
e7705,2021/12/27,a tv series,37
e7803,2022/01/07,a movie,37
e7807,2022/01/09,a movie,25
e7822,2022/01/19,news,55
e7825,2022/01/20,a movie,17
e7833,2022/01/28,a movie,14
e7841,2022/02/01,a movie,40
e7846,2022/02/03,a tv series,54
e7854,2022/02/13,news,32
e7866,2022/02/20,a documentary,43
e7868,2022/02/22,a tv series,44
e7875,2022/02/28,a movie,27
e7880,2022/03/03,news,51
e7886,2022/03/09,news,13
e7895,2022/03/15,a tv series,17
e7899,2022/03/16,a movie,14
e7919,2022/04/04,a documentary,31
e7933,2022/04/13,a movie,10
e7935,2022/04/14,a tv series,22
e7938,2022/04/15,a movie,35
e7940,2022/04/16,a documentary,29
e7943,2022/04/17,a documentary,39
e7947,2022/04/19,news,51
e7951,2022/04/22,a tv series,7
e7970,2022/05/09,a documentary,19
e7975,2022/05/10,a movie,22
e7981,2022/05/14,a tv series,35
e7983,2022/05/15,news,35
e7986,2022/05/16,a movie,10
e7994,2022/05/21,a tv series,13
e7999,2022/05/25,news,7
e8011,2022/06/02,a movie,10
e8017,2022/06/05,a movie,27
e8021,2022/06/09,a tv series,23
e8032,2022/06/17,a tv series,23
e8034,2022/06/21,news,32
e8048,2022/07/02,news,40
e8049,2022/07/03,a tv series,10
e8051,2022/07/04,a tv series,20
e8054,2022/07/05,news,6
e8060,2022/07/07,a movie,17
e8062,2022/07/09,news,28
e8066,2022/07/11,a movie,11
e8067,2022/07/13,news,24
e8080,2022/07/25,news,17
e8087,2022/07/29,news,46
e8088,2022/07/31,a documentary,53
e8101,2022/08/08,a tv series,5
e8105,2022/08/11,a tv series,22
e8115,2022/08/22,a tv series,12
e8125,2022/08/28,news,44
e8137,2022/09/02,news,20
e8145,2022/09/07,news,25
e8154,2022/09/11,a documentary,37
e8164,2022/09/19,a tv series,36
e8169,2022/09/21,news,53
e8182,2022/09/28,a documentary,26
e8193,2022/10/05,a documentary,5
e8196,2022/10/06,a documentary,12
e8200,2022/10/09,a movie,54
e8211,2022/10/16,a movie,23
e8215,2022/10/19,a tv series,43
e8230,2022/10/29,news,8
e8235,2022/10/31,news,42
e8239,2022/11/03,a movie,22
e8255,2022/11/12,a tv series,6
e8259,2022/11/14,a movie,19
e8266,2022/11/17,a movie,13
e8271,2022/11/19,a tv series,31
e8290,2022/12/01,a tv series,40
e8292,2022/12/07,a movie,37
e8300,2022/12/12,news,5
e8301,2022/12/13,a movie,10
e8310,2022/12/20,a tv series,54
