eid,date,readtype,howlong
e7464,2014/11/28,news,36
e7477,2014/12/01,news,25
e7482,2014/12/03,social media,26
e7488,2014/12/05,a book,25
e7493,2014/12/07,news,54
e7498,2014/12/09,news,44
e7507,2014/12/11,news,9
e7510,2014/12/12,news,33
e7524,2014/12/15,social media,5
e7527,2014/12/16,social media,23
e7546,2014/12/21,social media,53
e7556,2014/12/24,news,39
e7560,2014/12/25,news,35
e7564,2014/12/26,a book,5
e7567,2014/12/27,social media,18
e7577,2014/12/30,social media,27
e7580,2014/12/31,social media,19
e7733,2015/01/01,news,17
e7743,2015/01/03,a book,38
e7753,2015/01/05,social media,10
e7769,2015/01/09,social media,20
e7774,2015/01/10,news,13
e7778,2015/01/11,a book,5
e7783,2015/01/12,news,55
e7791,2015/01/14,a book,43
e7798,2015/01/16,social media,50
e7814,2015/01/21,a book,21
e7819,2015/01/22,news,48
e7827,2015/01/25,social media,12
e7832,2015/01/26,social media,45
e7838,2015/01/27,news,51
e7841,2015/01/28,news,43
e7847,2015/01/29,social media,42
e7857,2015/02/01,a book,19
e7860,2015/02/02,news,22
e7865,2015/02/03,a book,33
e7873,2015/02/05,a book,52
e7876,2015/02/06,social media,31
e7878,2015/02/07,social media,44
e7900,2015/02/14,social media,31
e7903,2015/02/15,social media,38
e7908,2015/02/16,a book,12
e7912,2015/02/17,news,49
e7921,2015/02/19,news,28
e7923,2015/02/20,a book,22
e7926,2015/02/21,social media,24
e7941,2015/02/25,news,43
e7943,2015/02/26,social media,10
e7954,2015/02/28,a book,54
e7958,2015/03/01,a book,13
e7962,2015/03/02,social media,46
e7964,2015/03/03,social media,53
e7970,2015/03/04,social media,29
e7972,2015/03/05,social media,9
e7986,2015/03/08,social media,48
e7999,2015/03/13,social media,46
e8002,2015/03/14,news,49
e8005,2015/03/15,news,52
e8009,2015/03/16,a book,8
e8013,2015/03/17,a book,12
e8026,2015/03/21,news,39
e8035,2015/03/23,news,10
e8039,2015/03/24,social media,12
e8044,2015/03/25,news,30
e8056,2015/03/29,a book,31
e8066,2015/04/01,a book,42
e8094,2015/04/10,a book,50
e8099,2015/04/11,social media,42
e8122,2015/04/18,social media,21
e8135,2015/04/21,news,14
e8147,2015/04/24,social media,26
e8154,2015/04/26,a book,20
e8161,2015/04/28,a book,5
e8163,2015/04/29,news,42
e8166,2015/04/30,a book,44
e8172,2015/05/02,a book,22
e8178,2015/05/05,news,20
e8185,2015/05/07,social media,9
e8195,2015/05/09,social media,46
e8200,2015/05/10,social media,10
e8207,2015/05/12,social media,11
e8214,2015/05/14,news,52
e8217,2015/05/15,news,23
e8223,2015/05/16,a book,22
e8230,2015/05/18,social media,16
e8240,2015/05/20,news,54
e8246,2015/05/21,social media,5
e8258,2015/05/24,social media,13
e8265,2015/05/26,social media,14
e8270,2015/05/27,social media,20
e8278,2015/05/29,news,54
e8282,2015/05/30,news,45
e8285,2015/05/31,social media,47
e8292,2015/06/01,a book,34
e8299,2015/06/03,a book,22
e8308,2015/06/06,social media,47
e8312,2015/06/07,news,21
e8318,2015/06/08,news,51
e8323,2015/06/09,a book,20
e8332,2015/06/12,social media,55
e8354,2015/06/17,news,51
e8363,2015/06/19,social media,19
e8372,2015/06/21,a book,25
e8381,2015/06/23,news,46
e8385,2015/06/24,a book,27
e8390,2015/06/26,social media,52
e8399,2015/06/28,news,25
e8403,2015/06/30,social media,48
e8405,2015/07/01,news,49
e8414,2015/07/03,a book,33
e8427,2015/07/08,social media,55
e8431,2015/07/09,social media,47
e8438,2015/07/10,a book,16
e8448,2015/07/12,news,47
e8456,2015/07/14,social media,31
e8464,2015/07/16,a book,9
e8476,2015/07/19,news,12
e8483,2015/07/21,social media,12
e8487,2015/07/22,a book,43
e8502,2015/07/25,a book,13
e8529,2015/08/01,social media,29
e8532,2015/08/02,social media,39
e8538,2015/08/04,news,22
e8547,2015/08/06,news,52
e8552,2015/08/07,news,33
e8557,2015/08/09,news,9
e8559,2015/08/10,a book,48
e8562,2015/08/11,a book,38
e8578,2015/08/15,a book,36
e8582,2015/08/16,news,17
e8591,2015/08/18,social media,18
e8599,2015/08/20,social media,25
e8613,2015/08/24,news,17
e8618,2015/08/25,social media,12
e8623,2015/08/26,news,21
e8628,2015/08/27,a book,32
e8631,2015/08/28,news,39
e8634,2015/08/29,social media,46
e8642,2015/08/31,news,43
e8645,2015/09/01,social media,26
e8661,2015/09/05,social media,13
e8670,2015/09/07,a book,26
e8678,2015/09/09,news,27
e8687,2015/09/11,social media,7
e8694,2015/09/12,news,31
e8706,2015/09/16,a book,9
e8713,2015/09/18,news,18
e8720,2015/09/19,social media,53
e8731,2015/09/22,news,35
e8735,2015/09/23,news,52
e8745,2015/09/27,social media,44
e8753,2015/09/29,a book,16
e8766,2015/10/04,news,53
e8770,2015/10/05,a book,55
e8773,2015/10/06,a book,51
e8775,2015/10/07,news,16
e8780,2015/10/08,a book,34
e8787,2015/10/10,a book,49
e8793,2015/10/11,social media,44
e8797,2015/10/12,a book,27
e8802,2015/10/13,social media,32
e8806,2015/10/14,news,27
e8812,2015/10/15,a book,45
e8816,2015/10/16,a book,10
e8820,2015/10/17,social media,55
e8825,2015/10/18,news,46
e8846,2015/10/26,a book,7
e8854,2015/10/28,news,29
e8856,2015/10/29,news,46
e8862,2015/10/31,a book,53
e8865,2015/11/01,a book,7
e8872,2015/11/03,news,50
e8876,2015/11/04,news,39
e8884,2015/11/06,news,53
e8888,2015/11/07,social media,16
e8893,2015/11/08,a book,53
e8906,2015/11/12,social media,11
e8909,2015/11/13,a book,54
e8916,2015/11/14,social media,26
e8919,2015/11/15,social media,34
e8921,2015/11/16,news,9
e8924,2015/11/17,news,37
e8928,2015/11/18,a book,30
e8937,2015/11/20,social media,54
e8944,2015/11/22,news,52
e8953,2015/11/24,a book,47
e8957,2015/11/26,news,7
e8982,2015/12/03,social media,29
e8986,2015/12/04,a book,18
e9005,2015/12/08,news,43
e9010,2015/12/09,news,55
e9013,2015/12/10,a book,17
e9027,2015/12/15,news,40
e9037,2015/12/19,news,8
e9048,2015/12/22,a book,42
e9055,2015/12/24,a book,7
e9074,2015/12/28,social media,33
e9087,2016/01/01,a book,9
e9235,2016/01/02,social media,39
e9240,2016/01/03,news,34
e9249,2016/01/06,a book,10
e9258,2016/01/08,social media,35
e9265,2016/01/10,news,30
e9270,2016/01/12,news,11
e9287,2016/01/17,a book,37
e9292,2016/01/19,social media,34
e9295,2016/01/20,news,35
e9305,2016/01/22,news,11
e9315,2016/01/25,social media,55
e9319,2016/01/26,news,34
e9333,2016/01/29,news,45
e9343,2016/01/31,a book,24
e9350,2016/02/02,social media,29
e9355,2016/02/03,a book,22
e9368,2016/02/06,a book,38
e9373,2016/02/07,social media,15
e9376,2016/02/08,social media,17
e9383,2016/02/09,a book,8
e9387,2016/02/10,social media,31
e9406,2016/02/16,social media,36
e9415,2016/02/20,news,19
e9430,2016/02/26,social media,39
e9433,2016/02/27,a book,39
e9440,2016/02/29,news,52
e9447,2016/03/02,social media,50
e9450,2016/03/03,a book,5
e9454,2016/03/04,social media,5
e9457,2016/03/05,news,11
e9460,2016/03/06,social media,26
e9462,2016/03/07,a book,47
e9467,2016/03/08,news,51
e9473,2016/03/10,social media,12
e9477,2016/03/11,news,26
e9482,2016/03/12,social media,47
e9494,2016/03/15,social media,42
e9503,2016/03/18,a book,40
e9507,2016/03/19,news,34
e9513,2016/03/21,news,10
e9518,2016/03/22,news,21
e9525,2016/03/24,social media,5
e9533,2016/03/26,news,55
e9541,2016/03/27,social media,35
e9544,2016/03/28,news,30
e9551,2016/03/30,a book,22
e9561,2016/04/01,a book,35
e9567,2016/04/02,a book,45
e9572,2016/04/03,social media,48
e9590,2016/04/08,a book,37
e9609,2016/04/13,a book,15
e9622,2016/04/18,social media,19
e9627,2016/04/19,social media,27
e9637,2016/04/22,a book,35
e9662,2016/04/27,a book,29
e9673,2016/04/30,news,14
e9680,2016/05/01,news,22
e9689,2016/05/04,news,38
e9692,2016/05/05,social media,33
e9699,2016/05/06,social media,12
e9707,2016/05/08,a book,14
e9711,2016/05/10,news,15
e9716,2016/05/11,social media,47
e9722,2016/05/12,social media,19
e9726,2016/05/13,news,19
e9742,2016/05/17,a book,30
e9746,2016/05/18,social media,33
e9748,2016/05/19,a book,46
e9758,2016/05/23,social media,13
e9764,2016/05/24,a book,13
e9768,2016/05/26,a book,42
e9779,2016/05/29,news,15
e9790,2016/06/01,social media,46
e9808,2016/06/06,news,25
e9817,2016/06/09,news,53
e9828,2016/06/12,news,25
e9832,2016/06/13,news,24
e9840,2016/06/15,news,48
e9860,2016/06/20,a book,41
e9865,2016/06/22,news,54
e9869,2016/06/23,news,21
e9875,2016/06/25,news,19
e9884,2016/06/27,social media,49
e9907,2016/07/04,social media,50
e9912,2016/07/05,news,21
e9921,2016/07/07,a book,17
e9925,2016/07/08,news,25
e9928,2016/07/09,social media,52
e9937,2016/07/11,a book,35
e9941,2016/07/12,social media,49
e9944,2016/07/13,social media,6
e9953,2016/07/15,a book,21
e9961,2016/07/17,social media,22
e9967,2016/07/18,social media,23
e9981,2016/07/21,social media,18
e9984,2016/07/22,a book,28
e9988,2016/07/23,a book,10
e9996,2016/07/25,social media,10
e10000,2016/07/26,news,52
e10015,2016/07/31,social media,26
e10020,2016/08/01,social media,24
e10024,2016/08/02,social media,55
e10041,2016/08/07,social media,14
e10051,2016/08/09,news,37
e10054,2016/08/10,social media,53
e10060,2016/08/11,news,46
e10065,2016/08/12,social media,32
e10074,2016/08/15,news,30
e10077,2016/08/16,news,7
e10097,2016/08/21,news,22
e10104,2016/08/22,social media,46
e10108,2016/08/23,social media,49
e10118,2016/08/26,news,54
e10120,2016/08/27,a book,22
e10124,2016/08/28,social media,27
e10131,2016/08/29,a book,53
e10138,2016/08/30,a book,45
e10143,2016/08/31,a book,47
e10148,2016/09/02,news,7
e10153,2016/09/03,news,10
e10162,2016/09/05,news,49
e10175,2016/09/08,news,55
e10178,2016/09/09,social media,34
e10192,2016/09/12,social media,37
e10195,2016/09/13,a book,27
e10199,2016/09/14,news,48
e10214,2016/09/18,a book,33
e10223,2016/09/21,social media,12
e10230,2016/09/23,news,9
e10236,2016/09/24,news,31
e10247,2016/09/27,a book,6
e10248,2016/09/28,social media,19
e10259,2016/09/30,news,36
e10266,2016/10/02,a book,18
e10272,2016/10/03,a book,46
e10276,2016/10/04,a book,14
e10282,2016/10/05,a book,25
e10294,2016/10/08,news,32
e10299,2016/10/09,a book,30
e10307,2016/10/11,social media,19
e10312,2016/10/12,social media,46
e10315,2016/10/13,news,20
e10318,2016/10/14,social media,15
e10322,2016/10/15,a book,28
e10326,2016/10/16,news,23
e10335,2016/10/19,news,24
e10347,2016/10/21,news,25
e10355,2016/10/23,social media,8
e10360,2016/10/24,news,5
e10369,2016/10/26,a book,11
e10375,2016/10/27,a book,47
e10380,2016/10/28,social media,9
e10386,2016/10/29,a book,52
e10390,2016/10/30,news,38
e10392,2016/10/31,news,44
e10397,2016/11/01,news,23
e10403,2016/11/02,a book,55
e10407,2016/11/03,news,10
e10412,2016/11/04,a book,15
e10430,2016/11/09,social media,22
e10441,2016/11/11,news,6
e10444,2016/11/12,social media,9
e10456,2016/11/15,social media,23
e10463,2016/11/16,news,13
e10475,2016/11/19,news,42
e10489,2016/11/22,a book,28
e10495,2016/11/23,a book,14
e10498,2016/11/24,a book,48
e10505,2016/11/26,social media,53
e10508,2016/11/27,news,26
e10513,2016/11/28,a book,14
e10526,2016/12/01,social media,45
e10530,2016/12/02,social media,32
e10534,2016/12/03,news,15
e10539,2016/12/04,a book,7
e10544,2016/12/06,social media,41
e10549,2016/12/07,social media,34
e10565,2016/12/11,news,16
e10571,2016/12/12,news,15
e10580,2016/12/14,news,25
e10586,2016/12/15,social media,9
e10589,2016/12/16,social media,37
e10605,2016/12/20,a book,38
e10627,2016/12/25,a book,45
e10630,2016/12/26,a book,41
e10633,2016/12/27,news,23
e10643,2016/12/30,news,47
e10646,2016/12/31,a book,17
e10788,2017/01/01,news,32
e10792,2017/01/02,social media,13
e10796,2017/01/04,social media,31
e10806,2017/01/07,social media,17
e10814,2017/01/09,social media,43
e10819,2017/01/10,a book,15
e10824,2017/01/11,news,43
e10827,2017/01/12,social media,42
e10854,2017/01/19,social media,39
e10857,2017/01/20,a book,25
e10859,2017/01/21,news,26
e10863,2017/01/22,a book,11
e10871,2017/01/24,a book,39
e10884,2017/01/27,social media,45
e10889,2017/01/28,a book,28
e10896,2017/01/29,news,11
e10903,2017/01/31,news,34
e10909,2017/02/02,news,54
e10920,2017/02/05,a book,48
e10925,2017/02/06,a book,10
e10930,2017/02/07,a book,31
e10933,2017/02/08,news,47
e10944,2017/02/11,news,33
e10948,2017/02/12,news,28
e10955,2017/02/14,social media,23
e10963,2017/02/16,a book,44
e10967,2017/02/17,a book,16
e10971,2017/02/19,a book,53
e10981,2017/02/21,a book,19
e10992,2017/02/25,a book,18
e11018,2017/03/05,social media,12
e11023,2017/03/06,social media,25
e11031,2017/03/08,a book,29
e11043,2017/03/11,a book,5
e11056,2017/03/14,social media,37
e11067,2017/03/17,a book,19
e11086,2017/03/23,news,19
e11098,2017/03/26,news,13
e11103,2017/03/27,a book,46
e11111,2017/03/29,a book,32
e11116,2017/03/30,social media,46
e11123,2017/04/01,social media,35
e11130,2017/04/03,social media,52
e11137,2017/04/05,social media,55
e11141,2017/04/06,social media,53
e11152,2017/04/10,social media,19
e11156,2017/04/11,a book,9
e11160,2017/04/12,social media,53
e11164,2017/04/13,social media,8
e11169,2017/04/14,social media,22
e11172,2017/04/15,news,52
e11177,2017/04/16,news,14
e11182,2017/04/17,news,41
e11199,2017/04/22,news,41
e11205,2017/04/23,news,39
e11217,2017/04/27,social media,34
e11230,2017/04/30,social media,17
e11236,2017/05/02,news,14
e11242,2017/05/03,news,30
e11249,2017/05/06,news,49
e11256,2017/05/08,a book,6
e11259,2017/05/09,a book,17
e11272,2017/05/12,news,28
e11287,2017/05/16,news,23
e11312,2017/05/26,social media,21
e11315,2017/05/27,a book,11
e11322,2017/05/28,news,22
e11330,2017/05/30,a book,16
e11334,2017/05/31,a book,38
e11347,2017/06/03,social media,5
e11353,2017/06/04,social media,37
e11356,2017/06/05,a book,54
e11362,2017/06/07,news,20
e11366,2017/06/08,social media,28
e11369,2017/06/09,news,47
e11376,2017/06/11,news,35
e11378,2017/06/12,social media,36
e11382,2017/06/13,a book,48
e11386,2017/06/14,news,38
e11389,2017/06/15,news,14
e11399,2017/06/17,a book,14
e11402,2017/06/18,a book,46
e11408,2017/06/20,a book,51
e11412,2017/06/21,a book,7
e11414,2017/06/22,news,48
e11417,2017/06/23,social media,26
e11426,2017/06/25,a book,17
e11437,2017/06/28,social media,51
e11445,2017/06/30,social media,26
e11449,2017/07/01,news,54
e11455,2017/07/02,news,14
e11463,2017/07/04,social media,18
e11477,2017/07/07,a book,40
e11500,2017/07/14,social media,22
e11517,2017/07/18,a book,5
e11521,2017/07/19,a book,12
e11528,2017/07/20,social media,14
e11538,2017/07/22,news,27
e11553,2017/07/26,a book,37
e11558,2017/07/27,social media,12
e11561,2017/07/28,a book,32
e11564,2017/07/29,news,50
e11568,2017/07/30,a book,6
e11575,2017/07/31,social media,49
e11580,2017/08/01,news,10
e11583,2017/08/02,news,28
e11585,2017/08/03,news,17
e11593,2017/08/05,news,18
e11596,2017/08/06,news,34
e11605,2017/08/09,social media,34
e11609,2017/08/10,a book,29
e11621,2017/08/12,news,19
e11638,2017/08/16,news,7
e11660,2017/08/22,news,31
e11665,2017/08/23,news,22
e11669,2017/08/24,news,7
e11673,2017/08/25,a book,15
e11679,2017/08/26,a book,21
e11688,2017/08/28,a book,27
e11696,2017/08/30,social media,41
e11706,2017/09/02,social media,19
e11717,2017/09/05,a book,54
e11721,2017/09/06,a book,12
e11727,2017/09/08,a book,10
e11732,2017/09/09,social media,35
e11738,2017/09/10,news,23
e11741,2017/09/11,a book,24
e11752,2017/09/14,news,12
e11757,2017/09/15,a book,22
e11762,2017/09/16,news,15
e11765,2017/09/17,news,19
e11785,2017/09/22,social media,15
e11795,2017/09/24,news,34
e11818,2017/09/30,news,24
e11824,2017/10/02,news,13
e11829,2017/10/03,a book,23
e11832,2017/10/04,news,54
e11845,2017/10/08,social media,20
e11850,2017/10/10,a book,10
e11853,2017/10/11,news,37
e11862,2017/10/13,a book,31
e11871,2017/10/15,a book,6
e11879,2017/10/17,a book,32
e11898,2017/10/23,social media,42
e11923,2017/10/30,social media,40
e11929,2017/11/01,a book,20
e11934,2017/11/02,a book,47
e11942,2017/11/05,a book,21
e11946,2017/11/06,news,10
e11950,2017/11/07,news,40
e11957,2017/11/08,social media,9
e11963,2017/11/10,social media,8
e11969,2017/11/12,social media,39
e11980,2017/11/15,news,14
e11991,2017/11/18,news,8
e11996,2017/11/19,social media,27
e12007,2017/11/23,news,16
e12010,2017/11/24,a book,22
e12021,2017/11/28,news,45
e12029,2017/11/30,social media,11
e12041,2017/12/03,news,26
e12054,2017/12/07,social media,53
e12057,2017/12/08,a book,16
e12062,2017/12/09,news,44
e12073,2017/12/11,a book,49
e12081,2017/12/13,a book,35
e12086,2017/12/14,news,18
e12098,2017/12/16,a book,10
e12102,2017/12/17,social media,7
e12107,2017/12/18,news,15
e12114,2017/12/20,social media,21
e12122,2017/12/22,news,26
e12124,2017/12/23,social media,44
e12126,2017/12/24,a book,13
e12137,2017/12/27,a book,36
e12142,2017/12/28,social media,33
e12146,2017/12/29,news,9
e12152,2017/12/31,social media,50
e12154,2018/01/01,news,17
e12290,2018/01/02,a book,46
e12306,2018/01/08,social media,17
e12314,2018/01/10,news,10
e12318,2018/01/11,social media,42
e12325,2018/01/13,social media,13
e12330,2018/01/14,a book,10
e12337,2018/01/16,news,16
e12341,2018/01/17,social media,16
e12345,2018/01/18,social media,35
e12358,2018/01/21,social media,19
e12365,2018/01/23,news,46
e12369,2018/01/24,social media,43
e12385,2018/01/28,news,23
e12390,2018/01/29,social media,27
e12395,2018/01/31,news,45
e12403,2018/02/02,news,30
e12416,2018/02/06,social media,48
e12422,2018/02/08,social media,55
e12427,2018/02/10,a book,12
e12429,2018/02/11,news,32
e12433,2018/02/12,news,19
e12440,2018/02/15,a book,32
e12446,2018/02/16,news,37
e12455,2018/02/18,social media,43
e12464,2018/02/20,news,28
e12469,2018/02/21,news,15
e12487,2018/02/25,social media,30
e12493,2018/02/26,a book,38
e12497,2018/02/27,social media,51
e12511,2018/03/04,a book,27
e12515,2018/03/05,news,21
e12521,2018/03/08,news,20
e12526,2018/03/09,social media,42
e12529,2018/03/10,news,54
e12535,2018/03/12,social media,55
e12539,2018/03/13,news,36
e12559,2018/03/18,social media,31
e12563,2018/03/19,news,39
e12582,2018/03/24,a book,12
e12585,2018/03/25,a book,19
e12588,2018/03/26,social media,18
e12597,2018/03/28,social media,37
e12609,2018/04/01,social media,43
e12613,2018/04/02,a book,32
e12625,2018/04/05,social media,28
e12639,2018/04/11,a book,25
e12645,2018/04/12,news,17
e12658,2018/04/15,a book,48
e12684,2018/04/22,news,38
e12701,2018/04/26,a book,47
e12707,2018/04/28,social media,44
e12713,2018/04/29,a book,31
e12716,2018/04/30,a book,11
e12720,2018/05/01,a book,35
e12724,2018/05/02,news,51
e12728,2018/05/03,social media,9
e12732,2018/05/04,news,54
e12748,2018/05/07,news,55
e12753,2018/05/08,social media,54
e12756,2018/05/09,social media,14
e12760,2018/05/10,news,17
e12763,2018/05/11,a book,51
e12768,2018/05/12,news,55
e12773,2018/05/13,social media,38
e12777,2018/05/14,a book,53
e12787,2018/05/17,social media,9
e12792,2018/05/19,a book,32
e12795,2018/05/20,a book,19
e12816,2018/05/26,social media,48
e12822,2018/05/28,news,50
e12828,2018/05/30,news,24
e12835,2018/06/01,news,40
e12838,2018/06/02,a book,33
e12851,2018/06/05,social media,52
e12855,2018/06/06,social media,10
e12858,2018/06/07,a book,44
e12863,2018/06/08,news,51
e12868,2018/06/09,news,5
e12876,2018/06/11,a book,42
e12878,2018/06/12,news,38
e12883,2018/06/13,a book,44
e12898,2018/06/17,news,34
e12903,2018/06/18,social media,26
e12906,2018/06/19,a book,45
e12920,2018/06/22,social media,28
e12925,2018/06/23,news,44
e12930,2018/06/24,a book,38
e12933,2018/06/25,news,46
e12940,2018/06/27,a book,19
e12945,2018/06/29,social media,22
e12954,2018/07/01,news,26
e12957,2018/07/02,social media,21
e12962,2018/07/03,news,15
e12967,2018/07/05,a book,36
e12977,2018/07/08,social media,37
e12983,2018/07/10,news,26
e12987,2018/07/11,social media,6
e12991,2018/07/12,news,29
e13003,2018/07/15,news,30
e13009,2018/07/17,social media,36
e13031,2018/07/22,a book,50
e13036,2018/07/23,a book,32
e13039,2018/07/24,social media,20
e13044,2018/07/25,news,42
e13049,2018/07/27,social media,23
e13053,2018/07/28,news,30
e13079,2018/08/02,news,52
e13086,2018/08/03,news,45
e13090,2018/08/04,social media,24
e13096,2018/08/05,news,32
e13103,2018/08/07,social media,42
e13116,2018/08/11,a book,52
e13124,2018/08/13,a book,33
e13127,2018/08/14,a book,8
e13136,2018/08/17,a book,16
e13139,2018/08/18,social media,16
e13144,2018/08/20,social media,33
e13152,2018/08/22,news,11
e13169,2018/08/26,social media,55
e13189,2018/09/01,news,17
e13192,2018/09/02,news,53
e13201,2018/09/04,social media,8
e13212,2018/09/08,social media,36
e13226,2018/09/12,news,44
e13231,2018/09/14,a book,44
e13239,2018/09/16,a book,51
e13256,2018/09/19,a book,12
e13259,2018/09/20,news,34
e13263,2018/09/21,news,18
e13268,2018/09/22,social media,24
e13274,2018/09/23,social media,23
e13281,2018/09/25,news,49
e13289,2018/09/27,social media,28
e13294,2018/09/28,social media,20
e13300,2018/09/30,a book,12
e13308,2018/10/01,social media,34
e13317,2018/10/04,social media,31
e13347,2018/10/12,news,29
e13358,2018/10/16,a book,49
e13361,2018/10/17,a book,19
e13370,2018/10/19,social media,33
e13373,2018/10/20,a book,15
e13377,2018/10/21,news,19
e13381,2018/10/22,social media,45
e13395,2018/10/27,social media,41
e13400,2018/10/29,social media,13
e13404,2018/10/31,a book,20
e13416,2018/11/04,a book,38
e13424,2018/11/07,a book,22
e13441,2018/11/11,news,39
e13444,2018/11/13,news,14
e13448,2018/11/14,a book,30
e13459,2018/11/16,a book,29
e13470,2018/11/19,a book,15
e13486,2018/11/23,news,28
e13491,2018/11/24,social media,12
e13497,2018/11/25,a book,44
e13501,2018/11/26,a book,41
e13507,2018/11/29,a book,28
e13514,2018/11/30,social media,32
e13530,2018/12/04,news,35
e13534,2018/12/05,news,44
e13544,2018/12/07,a book,46
e13554,2018/12/09,news,13
e13559,2018/12/11,a book,10
e13580,2018/12/18,news,14
e13584,2018/12/19,news,25
e13587,2018/12/20,news,21
e13594,2018/12/22,news,49
e13602,2018/12/24,a book,39
e13607,2018/12/25,a book,21
e13617,2018/12/28,a book,27
e13627,2018/12/31,social media,28
e13763,2019/01/01,news,21
e13767,2019/01/02,news,53
e13771,2019/01/03,a book,5
e13780,2019/01/05,news,53
e13794,2019/01/09,a book,41
e13809,2019/01/13,a book,42
e13814,2019/01/15,social media,16
e13818,2019/01/16,social media,45
e13823,2019/01/17,a book,20
e13828,2019/01/18,social media,19
e13832,2019/01/19,a book,47
e13836,2019/01/20,news,8
e13847,2019/01/25,a book,33
e13861,2019/01/28,a book,37
e13875,2019/01/31,news,43
e13881,2019/02/01,news,32
e13887,2019/02/03,news,12
e13896,2019/02/06,social media,34
e13901,2019/02/07,news,45
e13905,2019/02/08,a book,42
e13908,2019/02/09,social media,47
e13920,2019/02/13,social media,44
e13923,2019/02/14,social media,50
e13928,2019/02/16,news,53
e13932,2019/02/17,news,55
e13937,2019/02/18,social media,25
e13946,2019/02/20,a book,49
e13949,2019/02/21,news,30
e13954,2019/02/23,social media,31
e13961,2019/02/25,social media,20
e13967,2019/02/26,social media,24
e13989,2019/03/05,social media,28
e13998,2019/03/08,a book,41
e14029,2019/03/17,news,16
e14034,2019/03/18,social media,37
e14040,2019/03/21,social media,45
e14044,2019/03/22,a book,37
e14049,2019/03/24,news,28
e14061,2019/03/27,a book,17
e14079,2019/03/31,a book,55
e14088,2019/04/03,social media,21
e14092,2019/04/04,news,23
e14102,2019/04/07,social media,39
e14106,2019/04/08,a book,28
e14116,2019/04/10,news,39
e14122,2019/04/12,news,11
e14128,2019/04/15,news,44
e14131,2019/04/16,news,31
e14133,2019/04/17,social media,31
e14136,2019/04/18,social media,42
e14141,2019/04/19,news,15
e14148,2019/04/21,news,11
e14157,2019/04/23,news,12
e14162,2019/04/25,a book,51
e14170,2019/04/26,a book,17
e14175,2019/04/27,news,32
e14191,2019/05/01,news,39
e14196,2019/05/02,news,31
e14204,2019/05/04,news,42
e14209,2019/05/05,news,35
e14224,2019/05/10,a book,9
e14250,2019/05/16,news,16
e14254,2019/05/17,a book,8
e14259,2019/05/18,news,18
e14264,2019/05/19,social media,48
e14268,2019/05/20,a book,21
e14273,2019/05/21,a book,14
e14276,2019/05/22,social media,33
e14286,2019/05/24,social media,23
e14296,2019/05/26,a book,43
e14307,2019/05/29,news,36
e14312,2019/05/31,a book,27
e14317,2019/06/01,social media,27
e14319,2019/06/02,a book,7
e14322,2019/06/03,a book,48
e14326,2019/06/04,news,42
e14330,2019/06/05,a book,37
e14334,2019/06/06,a book,7
e14339,2019/06/07,news,43
e14343,2019/06/08,news,42
e14348,2019/06/09,news,10
e14353,2019/06/10,news,35
e14363,2019/06/13,social media,37
e14370,2019/06/15,news,34
e14374,2019/06/16,social media,18
e14378,2019/06/17,a book,5
e14389,2019/06/20,social media,9
e14395,2019/06/21,news,5
e14399,2019/06/22,news,40
e14417,2019/06/26,a book,48
e14418,2019/06/27,a book,52
e14423,2019/06/28,social media,48
e14427,2019/06/29,news,46
e14434,2019/07/01,news,29
e14443,2019/07/03,a book,48
e14448,2019/07/04,social media,52
e14469,2019/07/10,news,20
e14480,2019/07/13,social media,54
e14484,2019/07/14,social media,26
e14493,2019/07/16,social media,21
e14496,2019/07/17,news,17
e14512,2019/07/22,social media,13
e14520,2019/07/25,a book,35
e14530,2019/07/27,news,25
e14536,2019/07/28,news,30
e14540,2019/07/29,a book,35
e14551,2019/07/31,news,24
e14553,2019/08/01,social media,38
e14570,2019/08/07,a book,17
e14577,2019/08/09,a book,49
e14581,2019/08/10,a book,50
e14585,2019/08/11,social media,12
e14590,2019/08/12,a book,14
e14596,2019/08/13,social media,7
e14605,2019/08/16,a book,40
e14615,2019/08/18,a book,12
e14622,2019/08/19,social media,24
e14627,2019/08/20,a book,22
e14630,2019/08/21,a book,34
e14639,2019/08/24,news,32
e14642,2019/08/25,news,7
e14644,2019/08/26,a book,38
e14647,2019/08/27,a book,55
e14650,2019/08/28,social media,25
e14654,2019/08/29,news,37
e14672,2019/09/02,a book,37
e14680,2019/09/04,social media,35
e14686,2019/09/06,news,19
e14697,2019/09/09,social media,11
e14709,2019/09/13,social media,13
e14713,2019/09/14,news,13
e14732,2019/09/19,social media,21
e14738,2019/09/21,social media,29
e14744,2019/09/23,a book,26
e14746,2019/09/24,a book,52
e14755,2019/09/26,social media,42
e14768,2019/09/30,a book,12
e14772,2019/10/01,social media,55
e14776,2019/10/02,a book,19
e14780,2019/10/03,news,45
e14782,2019/10/04,social media,7
e14785,2019/10/05,news,27
e14793,2019/10/07,social media,47
e14799,2019/10/08,news,20
e14812,2019/10/11,social media,39
e14815,2019/10/12,news,47
e14821,2019/10/13,news,13
e14829,2019/10/15,a book,50
e14833,2019/10/16,a book,15
e14839,2019/10/18,a book,44
e14843,2019/10/19,news,34
e14846,2019/10/20,a book,39
e14862,2019/10/24,social media,51
e14869,2019/10/26,social media,29
e14884,2019/10/29,news,46
e14888,2019/10/30,news,45
