eid,date,timeofday,howlong,friends
e4419,2012/11/20,during lunch hours,11,"Rylee, Piper"
e4424,2012/11/21,in the early evening,12,"Piper, Kinsley, Piper, Hazel"
e4428,2012/11/22,in the early evening,42,Hazel
e4431,2012/11/23,in the late afternoon,50,"Piper, Olivia, Hazel, Eva"
e4436,2012/11/24,in the early afternoon,54,"Kinsley, Rylee, Layla"
e4438,2012/11/25,in the morning,40,Olivia
e4444,2012/11/26,in the morning,38,"Hazel, Olivia, Layla"
e4447,2012/11/27,in the early afternoon,52,"Kinsley, Eva, Avery, Rylee"
e4448,2012/11/27,during lunch hours,42,Layla
e4454,2012/11/28,in the morning,21,Nevaeh
e4460,2012/11/29,in the morning,25,"Olivia, Eva"
e4471,2012/12/03,in the late afternoon,39,"Nora, Claire"
e4474,2012/12/04,in the early evening,49,"Avery, Piper, Nevaeh"
e4484,2012/12/06,in the morning,46,"Nora, Eva"
e4491,2012/12/08,in the late afternoon,25,"Olivia, Piper, Eva, Piper"
e4498,2012/12/10,during lunch hours,23,"Nevaeh, Olivia"
e4499,2012/12/10,late in the evening,49,"Eva, Nora, Avery"
e4504,2012/12/11,in the morning,34,Piper
e4508,2012/12/12,in the late afternoon,45,"Hazel, Piper, Lydia, Claire"
e4518,2012/12/14,in the morning,50,"Piper, Lydia"
e4525,2012/12/16,in the late afternoon,15,"Piper, Avery"
e4528,2012/12/17,in the early evening,8,"Layla, Lydia, Hazel"
e4536,2012/12/19,in the late afternoon,14,Claire
e4540,2012/12/20,during lunch hours,12,Olivia
e4550,2012/12/22,late in the evening,12,"Avery, Layla, Claire"
e4563,2012/12/25,in the late afternoon,20,"Piper, Hazel, Claire, Lydia"
e4569,2012/12/27,in the morning,10,"Rylee, Eva, Piper, Nora"
e4570,2012/12/27,late in the evening,29,"Lydia, Claire, Piper, Hazel"
e4576,2012/12/29,during lunch hours,44,"Olivia, Avery, Rylee"
e4579,2012/12/30,in the morning,47,"Nevaeh, Lydia, Claire, Piper"
e4702,2013/01/01,in the early evening,6,Claire
e4712,2013/01/04,in the morning,28,Layla
e4721,2013/01/07,late in the evening,46,Layla
e4727,2013/01/09,in the morning,52,"Layla, Avery, Claire, Hazel"
e4737,2013/01/12,late in the evening,27,"Piper, Nevaeh, Claire"
e4738,2013/01/12,in the late afternoon,29,Avery
e4743,2013/01/13,late in the evening,28,Avery
e4748,2013/01/14,in the early afternoon,39,"Hazel, Avery"
e4749,2013/01/14,in the early afternoon,19,"Nevaeh, Piper, Avery"
e4753,2013/01/15,in the late afternoon,30,"Lydia, Olivia"
e4754,2013/01/16,in the early evening,55,"Claire, Rylee"
e4759,2013/01/17,during lunch hours,8,"Claire, Piper, Eva, Hazel"
e4764,2013/01/18,late in the evening,54,"Piper, Hazel"
e4768,2013/01/19,late in the evening,19,"Rylee, Avery, Piper"
e4769,2013/01/19,during lunch hours,43,"Eva, Olivia, Nora"
e4775,2013/01/22,in the early afternoon,27,"Piper, Nora, Olivia, Rylee"
e4778,2013/01/23,late in the evening,5,"Kinsley, Piper, Layla, Lydia"
e4781,2013/01/24,late in the evening,13,"Kinsley, Avery"
e4788,2013/01/26,in the morning,44,"Avery, Nevaeh, Nora"
e4789,2013/01/26,during lunch hours,6,"Kinsley, Nevaeh"
e4793,2013/01/27,in the late afternoon,5,"Hazel, Claire"
e4794,2013/01/27,in the early afternoon,17,"Hazel, Nora, Nevaeh, Kinsley"
e4799,2013/01/28,during lunch hours,5,"Piper, Lydia, Layla, Kinsley"
e4800,2013/01/28,in the early evening,9,"Layla, Eva, Nevaeh"
e4807,2013/01/30,in the early evening,27,Olivia
e4812,2013/01/31,in the early afternoon,48,"Rylee, Nora"
e4819,2013/02/03,in the early afternoon,26,"Rylee, Kinsley"
e4826,2013/02/06,late in the evening,51,Layla
e4828,2013/02/07,in the late afternoon,6,"Claire, Layla, Olivia"
e4833,2013/02/08,late in the evening,37,"Rylee, Nevaeh, Avery, Lydia"
e4834,2013/02/08,in the morning,29,Layla
e4837,2013/02/09,in the early evening,32,Piper
e4840,2013/02/10,in the early afternoon,19,"Piper, Layla"
e4845,2013/02/11,in the early afternoon,13,"Lydia, Layla, Kinsley, Nora"
e4846,2013/02/11,late in the evening,32,"Claire, Piper, Piper"
e4848,2013/02/12,late in the evening,37,"Piper, Hazel"
e4849,2013/02/12,in the late afternoon,22,"Eva, Olivia, Piper, Nora"
e4860,2013/02/16,in the late afternoon,16,Piper
e4865,2013/02/17,during lunch hours,43,"Avery, Kinsley, Rylee"
e4866,2013/02/17,in the early evening,7,"Piper, Eva, Hazel"
e4878,2013/02/20,late in the evening,24,"Olivia, Lydia, Nevaeh"
e4885,2013/02/22,late in the evening,26,Lydia
e4893,2013/02/24,during lunch hours,13,"Eva, Rylee"
e4903,2013/02/27,during lunch hours,46,"Layla, Piper, Piper, Hazel"
e4913,2013/03/02,in the early evening,12,"Olivia, Rylee"
e4917,2013/03/03,in the late afternoon,10,Olivia
e4931,2013/03/06,in the late afternoon,28,"Piper, Hazel, Lydia"
e4933,2013/03/07,late in the evening,5,"Claire, Avery, Nora"
e4937,2013/03/09,late in the evening,5,"Nora, Claire, Avery"
e4954,2013/03/13,in the morning,11,"Piper, Eva, Avery"
e4955,2013/03/13,during lunch hours,5,"Hazel, Rylee"
e4966,2013/03/16,during lunch hours,33,"Rylee, Piper, Kinsley"
e4970,2013/03/17,in the morning,36,"Kinsley, Piper, Piper, Eva"
e4974,2013/03/18,late in the evening,18,Nevaeh
e4975,2013/03/18,late in the evening,46,Nevaeh
e4978,2013/03/19,late in the evening,39,"Avery, Claire"
e4983,2013/03/20,in the early evening,25,"Olivia, Kinsley, Claire"
e4984,2013/03/20,in the morning,45,"Nevaeh, Olivia, Nora"
e4989,2013/03/21,in the late afternoon,41,"Layla, Lydia, Piper, Nora"
e4991,2013/03/22,during lunch hours,7,"Kinsley, Claire, Lydia"
e4996,2013/03/23,in the early evening,48,Nevaeh
e5000,2013/03/24,in the early evening,14,"Lydia, Avery, Layla"
e5001,2013/03/24,in the late afternoon,30,"Hazel, Rylee, Kinsley"
e5005,2013/03/25,during lunch hours,53,"Rylee, Nevaeh"
e5006,2013/03/25,in the morning,12,"Rylee, Eva, Claire, Hazel"
e5011,2013/03/27,in the early afternoon,17,"Lydia, Nora, Nevaeh"
e5017,2013/03/28,in the late afternoon,31,"Lydia, Eva, Layla, Avery"
e5025,2013/03/30,in the early afternoon,31,"Claire, Piper"
e5029,2013/03/31,in the morning,49,Nevaeh
e5034,2013/04/01,late in the evening,14,Nora
e5035,2013/04/01,in the late afternoon,17,"Nevaeh, Layla, Piper, Rylee"
e5038,2013/04/02,during lunch hours,27,"Piper, Rylee, Nevaeh, Lydia"
e5041,2013/04/03,in the early afternoon,8,Nevaeh
e5044,2013/04/04,in the late afternoon,42,Hazel
e5055,2013/04/09,in the early evening,54,Layla
e5058,2013/04/10,in the early evening,29,"Rylee, Kinsley, Layla, Hazel"
e5062,2013/04/11,in the early evening,32,"Layla, Claire, Kinsley"
e5070,2013/04/13,in the morning,20,"Olivia, Hazel, Rylee, Nora"
e5073,2013/04/14,late in the evening,43,"Nora, Olivia, Layla"
e5078,2013/04/15,during lunch hours,34,"Layla, Rylee, Nora, Nevaeh"
e5082,2013/04/16,during lunch hours,24,"Eva, Hazel, Piper, Avery"
e5091,2013/04/19,in the early evening,10,"Piper, Kinsley"
e5096,2013/04/20,during lunch hours,37,"Olivia, Nora"
e5101,2013/04/21,late in the evening,52,Hazel
e5105,2013/04/22,in the late afternoon,42,"Piper, Lydia, Rylee"
e5110,2013/04/23,in the late afternoon,33,"Olivia, Piper, Piper, Kinsley"
e5112,2013/04/24,during lunch hours,29,Nora
e5116,2013/04/25,in the early evening,7,"Eva, Nevaeh, Nora"
e5117,2013/04/25,in the late afternoon,47,"Layla, Nevaeh"
e5122,2013/04/26,in the early evening,8,"Nora, Eva, Piper"
e5128,2013/04/27,in the late afternoon,24,Claire
e5129,2013/04/27,in the early afternoon,38,Piper
e5135,2013/04/28,during lunch hours,18,"Avery, Claire"
e5136,2013/04/28,in the late afternoon,53,"Hazel, Kinsley"
e5145,2013/04/30,in the morning,15,"Eva, Lydia, Hazel"
e5149,2013/05/01,in the morning,31,"Claire, Piper, Avery, Kinsley"
e5154,2013/05/02,late in the evening,54,"Avery, Layla, Rylee, Eva"
e5164,2013/05/04,in the early afternoon,26,"Kinsley, Avery, Rylee"
e5170,2013/05/05,in the early afternoon,24,Kinsley
e5174,2013/05/06,in the late afternoon,15,"Nora, Nevaeh, Olivia"
e5176,2013/05/07,late in the evening,29,Layla
e5181,2013/05/08,in the early evening,23,Eva
e5184,2013/05/09,in the early afternoon,26,"Claire, Nevaeh, Nora"
e5185,2013/05/09,during lunch hours,37,"Eva, Nora, Olivia"
e5192,2013/05/10,in the early afternoon,17,"Piper, Nevaeh, Nora"
e5193,2013/05/10,in the late afternoon,47,Nevaeh
e5197,2013/05/11,during lunch hours,6,"Layla, Lydia"
e5202,2013/05/12,in the late afternoon,13,Claire
e5203,2013/05/12,during lunch hours,14,"Layla, Claire"
e5212,2013/05/15,in the late afternoon,13,"Lydia, Kinsley, Piper, Rylee"
e5214,2013/05/16,in the early afternoon,16,"Claire, Olivia, Avery, Eva"
e5220,2013/05/17,during lunch hours,5,Lydia
e5222,2013/05/18,in the morning,27,"Rylee, Avery, Hazel, Piper"
e5226,2013/05/19,in the late afternoon,5,Nora
e5229,2013/05/20,in the early evening,43,Olivia
e5231,2013/05/21,in the late afternoon,29,Avery
e5237,2013/05/23,in the early evening,54,"Olivia, Lydia, Nora"
e5245,2013/05/25,during lunch hours,55,"Avery, Layla, Kinsley, Lydia"
e5248,2013/05/26,late in the evening,52,"Layla, Eva, Nora, Hazel"
e5249,2013/05/26,late in the evening,15,"Avery, Piper, Claire, Nevaeh"
e5252,2013/05/27,in the early afternoon,24,Avery
e5256,2013/05/28,late in the evening,11,"Nevaeh, Nora"
e5260,2013/05/29,in the early afternoon,37,Kinsley
e5271,2013/06/01,in the early afternoon,53,Lydia
e5276,2013/06/02,during lunch hours,49,"Claire, Kinsley, Nora, Nevaeh"
e5278,2013/06/03,during lunch hours,35,"Nora, Piper, Olivia"
e5280,2013/06/04,during lunch hours,49,"Claire, Kinsley, Layla"
e5285,2013/06/05,in the morning,33,"Claire, Layla"
e5291,2013/06/06,in the early afternoon,11,Avery
e5295,2013/06/07,in the early afternoon,38,Kinsley
e5299,2013/06/08,in the late afternoon,7,Lydia
e5302,2013/06/09,in the late afternoon,21,"Claire, Eva, Avery, Lydia"
e5305,2013/06/10,in the morning,15,Lydia
e5308,2013/06/11,in the late afternoon,10,"Rylee, Avery, Piper, Eva"
e5315,2013/06/13,late in the evening,31,Olivia
e5316,2013/06/13,late in the evening,20,Eva
e5322,2013/06/14,in the late afternoon,9,"Nora, Hazel"
e5326,2013/06/15,during lunch hours,50,Rylee
e5329,2013/06/16,in the late afternoon,31,"Nora, Hazel, Eva"
e5335,2013/06/18,in the late afternoon,40,"Nora, Piper, Olivia"
e5341,2013/06/19,in the morning,34,Nora
e5342,2013/06/19,in the early evening,9,"Lydia, Olivia, Avery"
e5346,2013/06/20,during lunch hours,33,"Layla, Avery, Piper"
e5347,2013/06/20,during lunch hours,17,"Avery, Piper, Lydia"
e5356,2013/06/23,in the early evening,18,"Kinsley, Nevaeh"
e5358,2013/06/24,in the late afternoon,48,"Rylee, Nora, Eva"
e5366,2013/06/26,in the morning,31,Rylee
e5367,2013/06/27,in the morning,22,"Avery, Eva, Nora, Rylee"
e5368,2013/06/27,in the early afternoon,27,Claire
e5383,2013/07/01,in the early evening,6,"Nevaeh, Lydia"
e5396,2013/07/05,in the morning,8,"Avery, Piper"
e5402,2013/07/06,in the morning,14,"Piper, Claire, Nora"
e5407,2013/07/07,in the late afternoon,38,"Avery, Lydia, Olivia"
e5411,2013/07/08,in the late afternoon,13,"Claire, Hazel, Layla, Rylee"
e5416,2013/07/10,in the early evening,14,"Rylee, Piper, Piper"
e5421,2013/07/12,late in the evening,46,"Avery, Lydia, Nora"
e5425,2013/07/13,in the early afternoon,19,"Piper, Hazel"
e5426,2013/07/13,in the late afternoon,39,"Hazel, Eva"
e5431,2013/07/14,in the morning,46,"Claire, Hazel, Eva"
e5442,2013/07/17,in the early afternoon,19,"Lydia, Nevaeh"
e5443,2013/07/17,in the early evening,29,Nora
e5447,2013/07/18,in the early evening,32,"Olivia, Nora, Hazel"
e5450,2013/07/19,during lunch hours,6,"Nora, Nevaeh, Piper"
e5452,2013/07/20,in the early evening,28,Lydia
e5457,2013/07/21,in the early evening,42,"Eva, Kinsley, Hazel"
e5459,2013/07/22,in the early afternoon,8,"Piper, Lydia, Avery, Olivia"
e5467,2013/07/24,late in the evening,40,"Layla, Nevaeh, Eva"
e5469,2013/07/25,late in the evening,35,"Nora, Claire, Rylee, Lydia"
e5473,2013/07/26,late in the evening,30,"Claire, Piper"
e5482,2013/07/28,late in the evening,55,Piper
e5487,2013/07/30,in the early evening,11,"Piper, Piper, Rylee"
e5492,2013/07/31,during lunch hours,14,"Lydia, Rylee, Nora"
e5493,2013/07/31,in the early evening,20,"Lydia, Eva"
e5500,2013/08/02,late in the evening,52,"Nevaeh, Hazel, Layla"
e5506,2013/08/04,in the early evening,22,"Rylee, Eva, Layla, Lydia"
e5514,2013/08/06,in the early evening,35,"Claire, Nevaeh, Avery, Rylee"
e5519,2013/08/07,during lunch hours,16,Piper
e5523,2013/08/08,in the early afternoon,49,"Kinsley, Piper, Avery"
e5531,2013/08/10,during lunch hours,43,Piper
e5541,2013/08/13,in the early afternoon,19,"Rylee, Piper"
e5550,2013/08/17,in the early afternoon,25,Lydia
e5560,2013/08/20,during lunch hours,33,"Lydia, Olivia, Nevaeh, Nora"
e5569,2013/08/22,late in the evening,44,Lydia
e5570,2013/08/22,in the early evening,28,Piper
e5572,2013/08/23,in the early evening,33,"Nora, Avery, Layla, Hazel"
e5577,2013/08/24,during lunch hours,23,"Lydia, Avery, Nevaeh"
e5581,2013/08/25,in the early afternoon,20,"Nevaeh, Hazel, Piper, Avery"
e5586,2013/08/26,in the morning,24,"Eva, Rylee, Claire, Olivia"
e5592,2013/08/28,during lunch hours,26,"Kinsley, Rylee, Lydia, Avery"
e5593,2013/08/28,in the early evening,40,"Hazel, Kinsley"
e5598,2013/08/29,in the early evening,39,"Layla, Eva"
e5606,2013/09/01,in the early evening,21,"Piper, Claire"
e5607,2013/09/01,in the late afternoon,54,"Eva, Hazel"
e5612,2013/09/02,in the late afternoon,45,Hazel
e5613,2013/09/02,in the morning,17,Nora
e5623,2013/09/05,in the late afternoon,27,"Lydia, Layla, Claire"
e5632,2013/09/07,during lunch hours,36,"Nora, Nevaeh, Hazel, Avery"
e5633,2013/09/07,in the late afternoon,34,Piper
e5635,2013/09/08,in the early evening,6,"Olivia, Nevaeh"
e5636,2013/09/08,in the late afternoon,50,Piper
e5642,2013/09/09,during lunch hours,35,"Piper, Lydia, Eva, Hazel"
e5645,2013/09/10,in the early afternoon,42,Hazel
e5646,2013/09/11,in the early evening,51,"Nevaeh, Piper"
e5652,2013/09/13,in the morning,50,"Kinsley, Avery"
e5653,2013/09/13,in the late afternoon,29,"Claire, Eva, Nevaeh, Nora"
e5666,2013/09/17,late in the evening,21,"Avery, Nevaeh"
e5674,2013/09/19,in the early afternoon,49,"Layla, Claire"
e5678,2013/09/20,late in the evening,41,Nevaeh
e5683,2013/09/21,in the early afternoon,21,"Rylee, Layla"
e5684,2013/09/21,in the morning,36,Nora
e5690,2013/09/22,in the late afternoon,36,"Hazel, Kinsley"
e5701,2013/09/24,in the early afternoon,31,"Hazel, Nora"
e5703,2013/09/25,in the early afternoon,39,"Piper, Lydia, Layla"
e5704,2013/09/25,late in the evening,55,"Eva, Hazel, Rylee"
e5707,2013/09/26,in the early evening,6,"Piper, Rylee, Kinsley, Lydia"
e5713,2013/09/28,during lunch hours,54,"Kinsley, Piper, Eva, Layla"
e5716,2013/09/29,in the early evening,41,"Lydia, Piper"
e5721,2013/10/01,in the late afternoon,15,Rylee
e5722,2013/10/01,in the late afternoon,10,"Nora, Kinsley, Hazel"
e5728,2013/10/03,in the morning,47,Layla
e5732,2013/10/04,during lunch hours,23,Claire
e5733,2013/10/04,in the morning,20,"Piper, Piper"
e5735,2013/10/05,during lunch hours,19,"Claire, Piper, Layla"
e5743,2013/10/08,during lunch hours,40,"Piper, Hazel"
e5745,2013/10/09,during lunch hours,27,Olivia
e5748,2013/10/10,in the early evening,41,Layla
e5749,2013/10/10,in the late afternoon,55,"Kinsley, Nora, Lydia, Eva"
e5751,2013/10/11,late in the evening,53,"Piper, Avery, Piper"
e5754,2013/10/13,in the early evening,26,"Avery, Hazel"
e5762,2013/10/17,in the morning,31,"Piper, Olivia, Avery"
e5768,2013/10/19,late in the evening,18,"Eva, Kinsley"
e5776,2013/10/22,in the early afternoon,46,"Olivia, Rylee"
e5777,2013/10/22,in the morning,6,"Nevaeh, Rylee, Piper, Avery"
e5785,2013/10/24,during lunch hours,33,"Layla, Piper, Lydia"
e5789,2013/10/25,during lunch hours,26,"Claire, Eva, Rylee, Layla"
e5794,2013/10/26,in the late afternoon,31,"Avery, Olivia, Nora, Rylee"
e5797,2013/10/27,in the early afternoon,16,"Nevaeh, Piper"
e5799,2013/10/28,in the morning,23,"Hazel, Olivia, Rylee"
e5804,2013/10/29,in the late afternoon,28,"Avery, Layla"
e5810,2013/10/31,in the late afternoon,46,"Piper, Rylee, Nevaeh, Olivia"
e5811,2013/10/31,in the early evening,43,"Piper, Rylee"
e5815,2013/11/01,late in the evening,8,"Eva, Nora, Olivia"
e5822,2013/11/03,during lunch hours,37,"Piper, Olivia, Hazel, Layla"
e5823,2013/11/03,during lunch hours,28,"Olivia, Eva, Nevaeh"
e5824,2013/11/04,in the early evening,11,"Claire, Nevaeh"
e5826,2013/11/05,in the late afternoon,51,"Nevaeh, Claire"
e5827,2013/11/05,late in the evening,49,Avery
e5833,2013/11/06,in the early evening,15,"Nora, Layla, Piper"
e5839,2013/11/07,in the morning,18,"Rylee, Lydia, Hazel"
e5844,2013/11/08,in the early evening,24,"Eva, Piper"
e5851,2013/11/10,late in the evening,21,Kinsley
e5856,2013/11/12,in the late afternoon,48,"Rylee, Claire"
e5859,2013/11/13,in the early afternoon,31,"Layla, Olivia, Nevaeh"
e5877,2013/11/18,during lunch hours,43,"Hazel, Lydia"
e5881,2013/11/19,in the early evening,40,"Kinsley, Hazel"
e5882,2013/11/19,late in the evening,54,Rylee
e5885,2013/11/20,in the early evening,23,"Layla, Piper, Lydia, Nevaeh"
e5889,2013/11/22,during lunch hours,24,"Lydia, Eva, Layla"
e5907,2013/11/27,during lunch hours,11,"Nora, Avery, Layla"
e5916,2013/11/29,in the early evening,28,"Claire, Olivia, Nevaeh"
e5919,2013/11/30,during lunch hours,14,Piper
e5920,2013/11/30,in the early afternoon,38,"Nevaeh, Nora, Eva, Rylee"
e5925,2013/12/01,during lunch hours,18,Lydia
e5926,2013/12/01,late in the evening,36,Lydia
e5931,2013/12/03,in the early evening,47,"Eva, Olivia, Piper, Hazel"
e5932,2013/12/03,during lunch hours,31,"Eva, Kinsley, Avery, Nevaeh"
e5939,2013/12/05,in the early evening,34,Piper
e5940,2013/12/05,in the morning,23,Piper
e5948,2013/12/07,in the late afternoon,38,"Lydia, Olivia, Rylee"
e5951,2013/12/08,in the late afternoon,45,"Claire, Piper"
e5952,2013/12/08,in the morning,48,Hazel
e5959,2013/12/10,late in the evening,22,Olivia
e5960,2013/12/11,in the early afternoon,36,"Avery, Nevaeh, Nora, Eva"
e5978,2013/12/15,late in the evening,32,Lydia
e5982,2013/12/16,in the morning,30,Layla
e5991,2013/12/18,in the early afternoon,40,"Nevaeh, Rylee, Olivia"
e5993,2013/12/19,during lunch hours,6,"Piper, Hazel, Lydia, Piper"
e5994,2013/12/19,during lunch hours,24,"Kinsley, Olivia, Claire, Piper"
e5999,2013/12/20,late in the evening,25,Lydia
e6003,2013/12/21,during lunch hours,24,"Rylee, Olivia, Hazel, Kinsley"
e6007,2013/12/22,in the late afternoon,24,"Piper, Claire"
e6018,2013/12/24,late in the evening,6,"Eva, Piper"
e6026,2013/12/26,late in the evening,26,"Nevaeh, Avery"
e6033,2013/12/28,in the late afternoon,19,"Lydia, Hazel, Rylee, Nevaeh"
e6038,2013/12/30,during lunch hours,20,"Olivia, Claire, Nora"
e6042,2013/12/31,in the early evening,49,Hazel
e6183,2014/01/02,in the early afternoon,42,"Nevaeh, Layla, Avery"
e6185,2014/01/03,during lunch hours,18,Piper
e6188,2014/01/04,in the early afternoon,32,"Piper, Nora, Olivia, Eva"
e6198,2014/01/07,in the morning,12,Layla
e6201,2014/01/08,in the early afternoon,36,"Nevaeh, Nora, Lydia"
e6204,2014/01/09,during lunch hours,16,"Nevaeh, Kinsley"
e6208,2014/01/10,in the early afternoon,48,"Piper, Nora"
e6219,2014/01/13,in the late afternoon,54,Lydia
e6223,2014/01/14,during lunch hours,43,"Eva, Piper, Nevaeh, Layla"
e6227,2014/01/15,in the late afternoon,34,"Eva, Hazel, Kinsley, Piper"
e6230,2014/01/16,in the morning,41,"Layla, Piper, Nevaeh"
e6231,2014/01/16,during lunch hours,11,Hazel
e6235,2014/01/17,during lunch hours,6,"Kinsley, Hazel, Nora, Nevaeh"
e6238,2014/01/18,late in the evening,45,Nora
e6241,2014/01/19,late in the evening,13,"Hazel, Piper, Rylee, Avery"
e6245,2014/01/20,in the late afternoon,37,"Claire, Nora"
e6249,2014/01/21,during lunch hours,48,"Hazel, Lydia, Piper, Eva"
e6250,2014/01/21,in the early afternoon,37,Piper
e6254,2014/01/22,in the early evening,52,"Avery, Piper, Layla, Piper"
e6255,2014/01/22,in the late afternoon,6,"Layla, Claire, Lydia"
e6260,2014/01/23,during lunch hours,10,Nora
e6268,2014/01/25,during lunch hours,48,Claire
e6286,2014/01/31,late in the evening,18,"Nora, Piper, Olivia"
e6289,2014/02/01,in the early evening,18,"Nevaeh, Olivia, Nora"
e6293,2014/02/02,in the early evening,15,"Kinsley, Olivia, Hazel, Claire"
e6294,2014/02/02,in the late afternoon,44,"Olivia, Hazel, Nora"
e6303,2014/02/04,during lunch hours,48,"Kinsley, Olivia"
e6304,2014/02/04,in the early afternoon,34,"Avery, Eva"
e6309,2014/02/05,late in the evening,22,"Avery, Rylee, Olivia, Nevaeh"
e6320,2014/02/08,in the early afternoon,40,"Eva, Layla"
e6321,2014/02/08,in the early evening,50,Kinsley
e6326,2014/02/09,in the late afternoon,41,"Lydia, Rylee"
e6333,2014/02/10,in the early evening,22,"Layla, Lydia"
e6334,2014/02/10,in the late afternoon,26,"Hazel, Nevaeh, Claire, Layla"
e6341,2014/02/11,in the morning,38,Claire
e6342,2014/02/11,in the late afternoon,12,"Hazel, Piper, Piper, Claire"
e6345,2014/02/12,in the morning,13,"Hazel, Layla, Piper"
e6352,2014/02/14,in the morning,48,"Lydia, Nevaeh, Rylee, Hazel"
e6357,2014/02/15,in the early afternoon,15,Piper
e6360,2014/02/16,in the late afternoon,24,"Hazel, Rylee, Piper, Lydia"
e6379,2014/02/20,late in the evening,11,Lydia
e6383,2014/02/21,in the morning,31,"Rylee, Lydia, Hazel, Olivia"
e6392,2014/02/23,late in the evening,33,"Olivia, Lydia, Nevaeh"
e6395,2014/02/24,during lunch hours,15,"Nevaeh, Olivia, Kinsley, Lydia"
e6400,2014/02/25,in the early evening,7,Layla
e6401,2014/02/25,during lunch hours,27,Piper
e6412,2014/02/28,in the early afternoon,54,"Nevaeh, Claire, Nora, Rylee"
e6413,2014/02/28,in the early afternoon,21,Kinsley
e6419,2014/03/02,during lunch hours,18,Nora
e6425,2014/03/03,in the morning,44,Piper
e6427,2014/03/04,in the early afternoon,39,"Claire, Olivia"
e6437,2014/03/08,during lunch hours,51,Piper
e6446,2014/03/10,in the early evening,18,Olivia
e6449,2014/03/11,late in the evening,6,"Kinsley, Nevaeh, Piper"
e6450,2014/03/11,late in the evening,15,"Piper, Eva, Lydia, Hazel"
e6459,2014/03/13,in the early evening,38,"Avery, Olivia"
e6463,2014/03/14,late in the evening,43,Avery
e6467,2014/03/15,in the early evening,7,Rylee
e6473,2014/03/17,late in the evening,8,"Hazel, Claire, Kinsley"
e6480,2014/03/19,in the early afternoon,17,"Olivia, Piper"
e6487,2014/03/21,in the early afternoon,39,Avery
e6496,2014/03/23,late in the evening,49,Layla
e6504,2014/03/26,in the morning,26,Rylee
e6509,2014/03/27,late in the evening,42,Hazel
e6510,2014/03/27,during lunch hours,27,"Claire, Nora"
e6522,2014/03/31,in the early afternoon,9,"Layla, Hazel"
e6537,2014/04/03,during lunch hours,23,"Olivia, Piper, Lydia"
e6543,2014/04/04,during lunch hours,14,"Kinsley, Rylee"
e6545,2014/04/05,in the early afternoon,52,"Rylee, Piper"
e6554,2014/04/07,in the late afternoon,34,"Layla, Olivia"
e6558,2014/04/08,in the morning,9,"Piper, Nevaeh"
e6570,2014/04/11,late in the evening,6,"Lydia, Piper"
e6571,2014/04/11,late in the evening,37,"Nevaeh, Avery, Layla"
e6575,2014/04/12,late in the evening,7,"Nora, Layla, Kinsley"
e6580,2014/04/13,in the early afternoon,15,Rylee
e6586,2014/04/14,during lunch hours,17,Eva
e6590,2014/04/15,in the early afternoon,7,"Piper, Avery, Claire, Hazel"
e6593,2014/04/16,in the early evening,16,Piper
e6595,2014/04/17,late in the evening,40,Eva
e6601,2014/04/18,in the morning,14,"Nora, Piper, Eva, Layla"
e6605,2014/04/19,in the morning,54,Nevaeh
e6610,2014/04/20,late in the evening,11,Kinsley
e6618,2014/04/22,in the early evening,11,"Olivia, Piper, Piper"
e6622,2014/04/23,during lunch hours,29,Olivia
e6626,2014/04/24,during lunch hours,26,Eva
e6627,2014/04/24,in the early afternoon,41,Nevaeh
e6632,2014/04/25,in the late afternoon,16,"Eva, Layla, Piper"
e6633,2014/04/25,in the early afternoon,22,"Claire, Hazel, Olivia"
e6636,2014/04/26,in the late afternoon,33,"Avery, Eva, Piper, Nevaeh"
e6640,2014/04/27,during lunch hours,31,"Hazel, Avery, Olivia"
e6648,2014/04/29,in the morning,46,"Olivia, Hazel"
e6653,2014/04/30,in the late afternoon,23,"Olivia, Kinsley"
e6657,2014/05/01,in the early afternoon,15,"Kinsley, Nevaeh, Hazel, Piper"
e6670,2014/05/05,during lunch hours,9,"Avery, Nevaeh, Eva, Olivia"
e6675,2014/05/06,in the early afternoon,7,Hazel
e6676,2014/05/06,in the late afternoon,51,"Claire, Layla, Nevaeh, Rylee"
e6686,2014/05/08,in the early evening,23,"Layla, Olivia, Nevaeh"
e6690,2014/05/09,in the morning,13,"Hazel, Kinsley, Nora"
e6693,2014/05/10,in the early evening,6,"Nora, Lydia"
e6698,2014/05/11,in the late afternoon,55,Nora
e6702,2014/05/12,during lunch hours,52,"Avery, Nevaeh, Piper, Olivia"
e6703,2014/05/12,in the early afternoon,24,"Nevaeh, Avery, Nora"
e6709,2014/05/13,in the early evening,5,"Hazel, Eva, Lydia, Claire"
e6714,2014/05/14,in the early evening,52,"Rylee, Nora, Kinsley, Nevaeh"
e6726,2014/05/17,in the early evening,50,Piper
e6731,2014/05/18,during lunch hours,44,"Rylee, Piper, Eva, Layla"
e6736,2014/05/19,in the early evening,40,Piper
e6741,2014/05/20,in the early evening,29,"Nevaeh, Olivia, Layla, Eva"
e6750,2014/05/22,late in the evening,14,"Piper, Kinsley, Eva, Piper"
e6756,2014/05/25,in the early evening,10,Kinsley
e6760,2014/05/26,in the late afternoon,13,"Lydia, Piper, Claire, Olivia"
e6761,2014/05/26,in the late afternoon,51,"Lydia, Layla"
e6765,2014/05/28,late in the evening,14,"Nora, Piper, Olivia, Hazel"
